,code_name,full_name,first_name,second_name,abbreviated_name,locations,location_number
909,426117.7,Methylobacterium sp. 4-46,Methylobacterium,sp.,Methylobacterium sp.,food;mine;water;air;lake;spring;dust;wetland;sludge;soil;cave;mouth;gut,13
910,869729.3,Escherichia coli UM146,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
911,443906.13,Clavibacter michiganensis subsp. michiganensis NCPPB 382,Clavibacter,michiganensis,Clavibacter michiganensis,plateau;lake;ocean;soil;dust,5
912,457398.5,Desulfovibrio sp. 3_1_syn3,Desulfovibrio,sp.,Desulfovibrio sp.,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18
913,749547.3,Escherichia coli MS 187-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
914,457390.3,Bacteroides sp. 3_1_23,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
915,93060.4,Prochlorococcus marinus str. MIT 9215,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1
916,93060.3,Prochlorococcus marinus str. MIT 9215,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1
917,585397.9,Escherichia coli ED1a,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
918,525244.5,Acinetobacter sp. ATCC 27244,Acinetobacter,sp.,Acinetobacter sp.,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28
919,486622.3,Bacillus anthracis str. A0174,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
920,585397.7,Escherichia coli ED1a,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
921,670888.3,Escherichia coli 1827-70,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
922,565045.3,gamma proteobacterium NOR51-B,gamma,proteobacterium,gamma proteobacterium,gut;basin;soil;trench;sediment;water;sea;seamount;biofilm;lake;aquifer;spring;river;harbor;mine;sludge;surface;lagoon;forest;ridge;rock;waste;bed;tundra;cave;bay;canyon;pond;egg;permafrost;estuary;compost;mucus;pasture;field;biofilter,36
923,749490.3,Enterococcus faecalis DAPTO 516,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
924,313590.3,Cellulophaga sp. MED134,Cellulophaga,sp.,Cellulophaga sp.,sediment;soil;sea;shore,4
925,313590.6,Dokdonia donghaensis MED134,Dokdonia,donghaensis,Dokdonia donghaensis,sea,1
926,565659.3,"Enterococcus faecium 1,141,733",Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
927,412966.1,Vibrio cholerae 1587,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
928,452637.4,Opitutus terrae PB90-1,Opitutus,terrae,Opitutus terrae,soil,1
929,452637.7,Opitutus terrae PB90-1,Opitutus,terrae,Opitutus terrae,soil,1
930,706191.3,Pantoea ananatis LMG 20103,Pantoea,ananatis,Pantoea ananatis,soil;pond;wetland;surface;gut;water;mine;sludge;river;rhizosphere;air;cabbage;waste,13
931,388413.5,Algoriphagus sp. PR1,Algoriphagus,sp.,Algoriphagus sp.,sea;ocean;lake;soil,4
932,226900.8,Bacillus cereus ATCC 14579,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
933,313625.3,Synechococcus sp. BL107,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
934,272558.1,Bacillus halodurans C-125,Bacillus,halodurans,Bacillus halodurans,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
935,393117.3,Listeria monocytogenes FSL J1-194,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
936,272558.8,Bacillus halodurans C-125,Bacillus,halodurans,Bacillus halodurans,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
937,595537.3,Variovorax paradoxus EPS,Variovorax,paradoxus,Variovorax paradoxus,soil;rhizosphere;air;biofilter;sludge;aquifer;lake;cave;river;plateau;field;biofilm,12
938,221109.1,Oceanobacillus iheyensis HTE831,Oceanobacillus,iheyensis,Oceanobacillus iheyensis,sea;soil;ocean;dust;milk;stalactite;egg;sediment;mine;sludge;food,11
939,221109.4,Oceanobacillus iheyensis HTE831,Oceanobacillus,iheyensis,Oceanobacillus iheyensis,sea;soil;ocean;dust;milk;stalactite;egg;sediment;mine;sludge;food,11
940,888052.3,Actinomyces sp. oral taxon 180 str. F0310,Actinomyces,sp.,Actinomyces sp.,mouth;air;sediment;dairy;aquifer;biofilm,6
941,526984.3,Bacillus cereus Rock3-29,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
942,267410.6,Listeria monocytogenes str. 4b H7858,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
943,267410.1,Listeria monocytogenes str. 4b H7858,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
944,435591.13,Parabacteroides distasonis ATCC 8503,Parabacteroides,distasonis,Parabacteroides distasonis,feces,1
945,342451.4,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,Staphylococcus,saprophyticus,Staphylococcus saprophyticus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
946,411476.11,Bacteroides ovatus ATCC 8483,Bacteroides,ovatus,Bacteroides ovatus,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
947,190486.1,Xanthomonas axonopodis pv. citri str. 306,Xanthomonas,axonopodis,Xanthomonas axonopodis,sludge;lake;soil;surface;plateau;biofilm;tannery,7
948,290317.7,Chlorobium phaeobacteroides DSM 266,Chlorobium,phaeobacteroides,Chlorobium phaeobacteroides,surface;lake;sea;water,4
949,290317.9,Chlorobium phaeobacteroides DSM 266,Chlorobium,phaeobacteroides,Chlorobium phaeobacteroides,surface;lake;sea;water,4
950,656440.3,Escherichia coli TA206,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
951,333990.5,Carnobacterium sp. AT7,Carnobacterium,sp.,Carnobacterium sp.,sea;gut;oil;pond,4
952,447217.4,Anaeromyxobacter sp. K,Anaeromyxobacter,sp.,Anaeromyxobacter sp.,harbor;soil;garden,3
953,640510.3,Burkholderia sp. CCGE1001,Burkholderia,sp.,Burkholderia sp.,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25
954,391600.3,Brevundimonas sp. BAL3,Brevundimonas,sp.,Brevundimonas sp.,plateau;soil;river;sea;spring;cave;lake;aquifer;sludge;sand;sediment;air;wetland;biofilm;mine;rock,16
955,469610.4,Burkholderiales bacterium 1_1_47,Burkholderiales,bacterium,Burkholderiales bacterium,sludge;tannery;blood;water;soil;surface,6
956,526998.3,Bacillus mycoides Rock1-4,Bacillus,mycoides,Bacillus mycoides,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
957,232363.3,Synechococcus sp. CB0205,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
958,345073.12,Vibrio cholerae O395,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
959,675815.3,Vibrio sp. RC586,Vibrio,sp.,Vibrio sp.,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
960,573235.3,Escherichia coli O26:H11 str. 11368,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
961,261594.21,Bacillus anthracis str. 'Ames Ancestor',Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
962,557598.3,Laribacter hongkongensis HLHK9,Laribacter,hongkongensis,Laribacter hongkongensis,fish,1
963,585520.4,Lactobacillus helveticus DSM 20075,Lactobacillus,helveticus,Lactobacillus helveticus,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
964,714359.3,Bacillus thuringiensis BMB171,Bacillus,thuringiensis,Bacillus thuringiensis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
965,316055.16,Rhodopseudomonas palustris BisA53,Rhodopseudomonas,palustris,Rhodopseudomonas palustris,biofilm;waste;soil;lake;air;sludge;water,7
966,405917.4,Bacillus cereus W,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
967,573066.3,Pseudomonas syringae pv. tabaci ATCC 11528,Pseudomonas,syringae,Pseudomonas syringae,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
968,309807.19,Salinibacter ruber DSM 13855,Salinibacter,ruber,Salinibacter ruber,ocean;lake;sea,3
969,290512.6,Prosthecochloris aestuarii DSM 271,Prosthecochloris,aestuarii,Prosthecochloris aestuarii,pond;soil;water;surface;lagoon;sea;sediment;lake;spring;harbor;beach,11
970,575585.3,Acinetobacter calcoaceticus RUH2202,Acinetobacter,calcoaceticus,Acinetobacter calcoaceticus,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28
971,321967.11,Lactobacillus casei ATCC 334,Lactobacillus,casei,Lactobacillus casei,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
972,391037.6,Salinispora arenicola CNS-205,Salinispora,arenicola,Salinispora arenicola,sediment,1
973,391037.3,Salinispora arenicola CNS-205,Salinispora,arenicola,Salinispora arenicola,sediment,1
974,376686.1,Flavobacterium johnsoniae UW101,Flavobacterium,johnsoniae,Flavobacterium johnsoniae,sludge;biofilm;soil;sediment;lake;plateau;sea;stream;water;rhizosphere;mucus;ocean;river;grassland;harbor;gut,16
975,349101.4,Rhodobacter sphaeroides ATCC 17029,Rhodobacter,sphaeroides,Rhodobacter sphaeroides,field;mud;soil;marsh;spring;water;sea;pond;river;estuary;sewage;sludge;sediment;straw;ocean;seamount;blood;silage;biofilm;lake,20
976,349101.6,Rhodobacter sphaeroides ATCC 17029,Rhodobacter,sphaeroides,Rhodobacter sphaeroides,field;mud;soil;marsh;spring;water;sea;pond;river;estuary;sewage;sludge;sediment;straw;ocean;seamount;blood;silage;biofilm;lake,20
977,391774.8,Desulfovibrio vulgaris DP4,Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18
978,391774.5,Desulfovibrio vulgaris subsp. vulgaris DP4,Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18
979,889932.4,Lactobacillus plantarum subsp. plantarum ST-III,Lactobacillus,plantarum,Lactobacillus plantarum,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
980,208963.12,Pseudomonas aeruginosa UCBPP-PA14,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
981,417399.11,Vibrio cholerae NCTC 8457,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
982,114615.3,Bradyrhizobium sp. ORS278,Bradyrhizobium,sp.,Bradyrhizobium sp.,river;soil;forest;air;water;biofilm,6
983,101510.16,Rhodococcus jostii RHA1,Rhodococcus,jostii,Rhodococcus jostii,soil;sludge;compost;field;air;sea;wetland;mountain;forest;gut;river;sediment;permafrost;beer;mucus;mine;rhizosphere;aquifer;biofilter;rock;ocean,21
984,101510.15,Rhodococcus jostii RHA1,Rhodococcus,jostii,Rhodococcus jostii,soil;sludge;compost;field;air;sea;wetland;mountain;forest;gut;river;sediment;permafrost;beer;mucus;mine;rhizosphere;aquifer;biofilter;rock;ocean,21
985,553571.3,Staphylococcus aureus A6300,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
986,575588.3,Acinetobacter lwoffii SH145,Acinetobacter,lwoffii,Acinetobacter lwoffii,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28
987,331112.3,Escherichia coli HS,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
988,331112.6,Escherichia coli HS,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
989,699184.4,Bacillus cereus SJ1,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
990,525284.4,Gardnerella vaginalis ATCC 14019,Gardnerella,vaginalis,Gardnerella vaginalis,blood,1
991,553565.3,Staphylococcus aureus A5937,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
992,862962.3,Bacteroides fragilis 638R,Bacteroides,fragilis,Bacteroides fragilis,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
993,406124.6,Bacillus sp. m3-13,Bacillus,sp.,Bacillus sp.,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
994,350703.9,Pseudomonas aeruginosa 2192,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
995,345219.8,Bacillus coagulans 36D1,Bacillus,coagulans,Bacillus coagulans,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
996,272559.17,Bacteroides fragilis NCTC 9343,Bacteroides,fragilis,Bacteroides fragilis,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
997,234831.3,Pseudoalteromonas sp. SM9913,Pseudoalteromonas,sp.,Pseudoalteromonas sp.,sea;soil;surface;cheese;water;basin;sediment;ocean;biofilm;blood;egg;sludge;habitat;gut;pebble;brine;mucus;rock,18
998,749501.3,Enterococcus faecalis TX0102,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
999,546343.3,Staphylococcus aureus subsp. aureus str. JKD6009,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1000,525376.3,Staphylococcus epidermidis W23144,Staphylococcus,epidermidis,Staphylococcus epidermidis,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1001,585395.4,Escherichia coli O103:H2 str. 12009,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
