,code_name,full_name,first_name,second_name,abbreviated_name,locations,location_number
254,525337.3,Lactobacillus paracasei subsp. paracasei ATCC 25302,Lactobacillus,paracasei,Lactobacillus paracasei,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
255,882.5,Desulfovibrio vulgaris str. Hildenborough,Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18
256,882.1,Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough,Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18
257,553580.3,Staphylococcus aureus A8819,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
258,749524.3,Enterococcus faecium TX0133B,Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
259,388739.3,Roseobacter sp. SK209-2-6,Roseobacter,sp.,Roseobacter sp.,oil;ocean;sea;soil;sediment;fjord;water,7
260,469588.3,Bacteroides sp. 2_1_22,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
261,556266.3,Shigella sp. D9,Shigella,sp.,Shigella sp.,gut;soil;river;reservoir;marsh,5
262,364106.7,Escherichia coli UTI89,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
263,364106.8,Escherichia coli UTI89,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
264,280354.3,Bacillus anthracis str. CNEVA-9066,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
265,280354.4,Bacillus anthracis str. CNEVA-9066,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
266,469592.4,Bacteroides sp. 3_1_19,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
267,76114.4,Azoarcus sp. EbN1,Azoarcus,sp.,Azoarcus sp.,sludge;river;soil;sediment;spring;lake,6
268,553209.3,Enterococcus faecalis TUSoD Ef11,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
269,350703.3,Pseudomonas aeruginosa 2192,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
270,170187.11,Streptococcus pneumoniae TIGR4,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
271,232348.3,Synechococcus sp. CB0101,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
272,575586.4,Acinetobacter johnsonii SH046,Acinetobacter,johnsonii,Acinetobacter johnsonii,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28
273,749511.3,Enterococcus faecalis TX0855,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
274,527030.3,Bacillus thuringiensis serovar huazhongensis BGSC 4BD1,Bacillus,thuringiensis,Bacillus thuringiensis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
275,544556.5,Geobacillus sp. Y412MC61,Geobacillus,sp.,Geobacillus sp.,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12
276,314262.5,Roseobacter sp. MED193,Roseobacter,sp.,Roseobacter sp.,oil;ocean;sea;soil;sediment;fjord;water,7
277,314262.3,Roseobacter sp. MED193,Roseobacter,sp.,Roseobacter sp.,oil;ocean;sea;soil;sediment;fjord;water,7
278,188626.3,Dermacoccus sp. Ellin185,Dermacoccus,sp.,Dermacoccus sp.,spring;soil,2
279,558270.3,Pectobacterium carotovorum subsp. carotovorum WPP14,Pectobacterium,carotovorum,Pectobacterium carotovorum,sea;cabbage,2
280,511995.9,Azobacteroides pseudotrichonymphae genomovar. CFP2,Azobacteroides,pseudotrichonymphae,Azobacteroides pseudotrichonymphae,gut,1
281,478004.5,Escherichia coli O157:H7 str. EC4401,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
282,565657.5,"Enterococcus faecium 1,231,502",Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
283,158878.1,Staphylococcus aureus subsp. aureus Mu50,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
284,484021.4,Klebsiella pneumoniae NTUH-K2044,Klebsiella,pneumoniae,Klebsiella pneumoniae,soil;sludge;gut;sediment;stream;river;faeces;rhizosphere;cave;mud;biofilm;must;leachate;water,14
285,156889.7,Magnetococcus sp. MC-1,Magnetococcus,sp.,Magnetococcus sp.,sediment,1
286,445334.5,Clostridium perfringens C str. JGS1495,Clostridium,perfringens,Clostridium perfringens,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30
287,243090.1,Pirellula sp. 1,Pirellula,sp.,Pirellula sp.,water,1
288,488537.5,Clostridium perfringens D str. JGS1721,Clostridium,perfringens,Clostridium perfringens,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30
289,393595.12,Alcanivorax borkumensis SK2,Alcanivorax,borkumensis,Alcanivorax borkumensis,sea;sediment;ocean;sand;basin;field;beach;sludge;volcano;coast;surface;soil,12
290,393595.15,Alcanivorax borkumensis SK2,Alcanivorax,borkumensis,Alcanivorax borkumensis,sea;sediment;ocean;sand;basin;field;beach;sludge;volcano;coast;surface;soil,12
291,762962.3,Staphylococcus aureus subsp. aureus ATCC 51811,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
292,399742.4,Enterobacter sp. 638,Enterobacter,sp.,Enterobacter sp.,soil;textile;mine;blood;rhizosphere;milk;fruit;gut;sea;food;lake;field;river;sludge;wetland;cave;egg;mouth;bacon;surface;sediment;forest;volcano;water;waste,25
293,513052.3,Burkholderia multivorans CGD2,Burkholderia,multivorans,Burkholderia multivorans,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25
294,411479.1,Bacteroides uniformis ATCC 8492,Bacteroides,uniformis,Bacteroides uniformis,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
295,444449.5,Escherichia coli O157:H7 str. EC4042,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
296,481743.5,Geobacillus sp. Y412MC10,Geobacillus,sp.,Geobacillus sp.,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12
297,458233.11,Macrococcus caseolyticus JCSC5402,Macrococcus,caseolyticus,Macrococcus caseolyticus,field;soil;dust,3
298,393123.3,Listeria monocytogenes FSL N1-017,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
299,393123.7,Listeria monocytogenes FSL N1-017,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
300,31964.6,Clavibacter michiganensis subsp. sepedonicus,Clavibacter,michiganensis,Clavibacter michiganensis,plateau;lake;ocean;soil;dust,5
301,516466.4,Burkholderia sp. H160,Burkholderia,sp.,Burkholderia sp.,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25
302,526992.3,Bacillus cereus AH1271,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
303,340197.3,Escherichia coli F11,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
304,340197.5,Escherichia coli F11,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
305,278137.3,Mycobacterium sp. Spyr1,Mycobacterium,sp.,Mycobacterium sp.,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18
306,189918.11,Mycobacterium sp. KMS,Mycobacterium,sp.,Mycobacterium sp.,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18
307,527027.3,Bacillus thuringiensis serovar pakistani str. T13001,Bacillus,thuringiensis,Bacillus thuringiensis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
308,269801.5,Bacillus cereus G9241,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
309,694427.4,Paludibacter propionicigenes WB4,Paludibacter,propionicigenes,Paludibacter propionicigenes,straw,1
310,585152.3,Staphylococcus aureus subsp. aureus D139,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
311,406558.6,Streptococcus pneumoniae SP9-BS68,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
312,406558.4,Streptococcus pneumoniae SP9-BS68,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
313,469602.3,Fusobacterium sp. 3_1_27,Fusobacterium,sp.,Fusobacterium sp.,mouth;blood;air;sediment;volcano,5
314,266779.1,Mesorhizobium sp. BNC1,Mesorhizobium,sp.,Mesorhizobium sp.,soil;rhizosphere;straw;water;sediment;wwtp;river;flat;mine,9
315,526970.3,Bacillus cereus BGSC 6E1,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
316,349163.14,Acidiphilium cryptum JF-5,Acidiphilium,cryptum,Acidiphilium cryptum,mine;soil;water;rock,4
317,272622.1,Lactococcus lactis subsp. cremoris SK11,Lactococcus,lactis,Lactococcus lactis,milk;biofilm;food;air;mucus;gut;cheese;meat;marsh;foam,10
318,235909.7,Geobacillus kaustophilus HTA426,Geobacillus,kaustophilus,Geobacillus kaustophilus,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12
319,235909.3,Geobacillus kaustophilus HTA426,Geobacillus,kaustophilus,Geobacillus kaustophilus,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12
320,376686.6,Flavobacterium johnsonia johnsoniae UW101,Flavobacterium,johnsonia,Flavobacterium johnsonia,sludge;biofilm;soil;sediment;lake;plateau;sea;stream;water;rhizosphere;mucus;ocean;river;grassland;harbor;gut,16
321,409438.11,Escherichia coli SE11,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
322,691437.3,Geobacillus sp. C56-T3,Geobacillus,sp.,Geobacillus sp.,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12
323,537011.5,Prevotella copri DSM 18205,Prevotella,copri,Prevotella copri,feces;straw;saliva;dairy;mouth;surface;faeces;biofilm;bone;sludge,10
324,313593.3,Flavobacterium sp. MED217,Flavobacterium,sp.,Flavobacterium sp.,sludge;biofilm;soil;sediment;lake;plateau;sea;stream;water;rhizosphere;mucus;ocean;river;grassland;harbor;gut,16
325,299033.6,Lactobacillus reuteri F275,Lactobacillus,reuteri,Lactobacillus reuteri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
326,66692.3,Bacillus clausii KSM-K16,Bacillus,clausii,Bacillus clausii,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
327,861360.3,Arthrobacter arilaitensis Re117,Arthrobacter,arilaitensis,Arthrobacter arilaitensis,river;soil;waste;air;aquifer;wetland;mine;dust;surface;lake;field;biofilm;plateau;sediment;permafrost;cheese;gut;rhizosphere;water;sand;sea;compost;sludge;glacier;mountain;clay,26
328,84588.1,Synechococcus sp. WH 8102,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
329,321332.1,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
330,321332.11,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
331,749540.3,Escherichia coli MS 146-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
332,546342.4,Staphylococcus aureus subsp. aureus str. JKD6008,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
333,208964.1,Pseudomonas aeruginosa PAO1,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
334,526991.3,Bacillus cereus AH676,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
335,563174.3,Listeria monocytogenes L99,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
336,634453.3,Acetobacter pasteurianus IFO 3283-03,Acetobacter,pasteurianus,Acetobacter pasteurianus,fruit;vinegar;wine;soil;reservoir;lake;must;rhizosphere;bog;plateau;air;sludge;pond;milk,14
337,749489.3,Enterococcus faecalis DAPTO 512,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
338,349102.13,Rhodobacter sphaeroides ATCC 17025,Rhodobacter,sphaeroides,Rhodobacter sphaeroides,field;mud;soil;marsh;spring;water;sea;pond;river;estuary;sewage;sludge;sediment;straw;ocean;seamount;blood;silage;biofilm;lake,20
339,565638.4,Enterococcus faecalis T3,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
340,556270.3,Mollicutes bacterium D7,Mollicutes,bacterium,Mollicutes bacterium,gut;feces;wood,3
341,91464.3,Synechococcus sp. PCC 7335,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
342,243365.4,Chromobacterium violaceum ATCC 12472,Chromobacterium,violaceum,Chromobacterium violaceum,river;soil;water,3
343,243365.1,Chromobacterium violaceum ATCC 12472,Chromobacterium,violaceum,Chromobacterium violaceum,river;soil;water,3
344,388400.4,Bacillus sp. B14905,Bacillus,sp.,Bacillus sp.,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
345,478006.5,Escherichia coli O157:H7 str. EC4501,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
346,60480.19,Shewanella sp. MR-4,Shewanella,sp.,Shewanella sp.,rhizosphere;sea;rock;flat;sediment;harbor;river;beef;waste;ocean;egg;gut;water;sludge;forest;fish;oil,17
347,60480.16,Shewanella sp. MR-4,Shewanella,sp.,Shewanella sp.,rhizosphere;sea;rock;flat;sediment;harbor;river;beef;waste;ocean;egg;gut;water;sludge;forest;fish;oil,17
348,212045.4,Bacillus anthracis str. Western North America USA6153,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
349,749509.3,Enterococcus faecalis TX0635,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
350,546270.5,Gemella haemolysans ATCC 10379,Gemella,haemolysans,Gemella haemolysans,mouth;water;biofilm;milk;air,5
351,637388.3,Escherichia coli O157:H7 str. FRIK2000,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
352,380703.7,Aeromonas hydrophila subsp. hydrophila ATCC 7966,Aeromonas,hydrophila,Aeromonas hydrophila,sludge;well;water;river;soil;wetland;sediment;egg;pond;lake;blood;faeces;spring;biofilm,14
353,380703.5,Aeromonas hydrophila subsp. hydrophila ATCC 7966,Aeromonas,hydrophila,Aeromonas hydrophila,sludge;well;water;river;soil;wetland;sediment;egg;pond;lake;blood;faeces;spring;biofilm,14
354,566466.4,gamma proteobacterium NOR5-3,gamma,proteobacterium,gamma proteobacterium,gut;basin;soil;trench;sediment;water;sea;seamount;biofilm;lake;aquifer;spring;river;harbor;mine;sludge;surface;lagoon;forest;ridge;rock;waste;bed;tundra;cave;bay;canyon;pond;egg;permafrost;estuary;compost;mucus;pasture;field;biofilter,36
355,321327.21,Synechococcus sp. JA-3-3Ab,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
356,321327.2,Synechococcus sp. JA-3-3Ab,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4
357,411483.3,Faecalibacterium prausnitzii A2-165,Faecalibacterium,prausnitzii,Faecalibacterium prausnitzii,faeces,1
358,550540.3,Ferrimonas balearica DSM 9799,Ferrimonas,balearica,Ferrimonas balearica,sand;sediment,2
359,478008.5,Escherichia coli O157:H7 str. EC869,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
360,158879.11,Staphylococcus aureus subsp. aureus N315,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
361,581103.5,Geobacillus sp. Y4.1MC1,Geobacillus,sp.,Geobacillus sp.,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12
362,525364.3,Lactobacillus salivarius ATCC 11741,Lactobacillus,salivarius,Lactobacillus salivarius,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
363,269484.4,Ehrlichia canis str. Jake,Ehrlichia,canis,Ehrlichia canis,blood,1
364,269484.6,Ehrlichia canis str. Jake,Ehrlichia,canis,Ehrlichia canis,blood,1
365,146891.7,Prochlorococcus marinus str. AS9601,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1
366,146891.8,Prochlorococcus marinus str. AS9601,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1
367,749527.3,Escherichia coli MS 21-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
368,282459.1,Staphylococcus aureus subsp. aureus MSSA476,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
369,282459.5,Staphylococcus aureus subsp. aureus MSSA476,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
370,679205.4,Escherichia coli MS 124-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
