id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,evenness,cellcount,gini_thas,gini_wittebolle,LMG7866,LMG3203,LMG7878,LMG2954,replica
160,10000,20000,200000,10000,1000000,10000,2000,200000,10000,2000,0.441745504,1464000,0.704669647,0.775136612,6,20,2,15,1
161,1071.428571,1071.428571,214285.7143,2142.857143,10714.28571,1071.428571,107142.8571,2142.857143,1071428.571,2142.857143,0.336308344,1413214.286,0.751464608,0.826611069,3,10,11,17,1
162,1250000,1250,1250,1250,12500,12500,25000,125000,125000,25000,0.352360437,1578750,0.735550277,0.809105305,1,8,2,11,1
163,20000,100000,2000,1000,100000,2000,1000,2000,2000,100000,0.614184122,330000,0.586225895,0.644848485,0,0,11,17,1
164,230769.2308,230769.2308,115384.6154,11538.46154,11538.46154,1153.846154,230769.2308,11538.46154,115384.6154,115384.6154,0.809317031,1074230.769,0.423884386,0.466272825,0,0,4,11,1
165,1875,187500,1875,18750,9375,187500,937500,18750,9375,93750,0.512870177,1466250,0.673564287,0.740920716,0,12,6,22,1
166,882352.9412,88235.29412,17647.05882,88235.29412,1764.705882,176470.5882,176470.5882,176470.5882,176470.5882,1764.705882,0.70341964,1785882.353,0.524074739,0.576482213,0,0,9,9,1
167,187500,1875,187500,18750,937.5,93750,937.5,1875,937.5,18750,0.592361516,512812.5,0.623400366,0.685740402,22,4,7,14,1
168,10000,20000,2000,200000,200000,100000,100000,1000,100000,2000,0.747053709,735000,0.496846011,0.546530612,3,0,8,15,1
169,107142.8571,2142.857143,1071428.571,214285.7143,107142.8571,21428.57143,2142.857143,1071.428571,10714.28571,1071428.571,0.553878547,2608928.571,0.646518574,0.711170431,9,3,2,12,1
170,214285.7143,107142.8571,2142.857143,2142.857143,107142.8571,10714.28571,107142.8571,2142.857143,1071.428571,1071428.571,0.496732332,1625357.143,0.67423743,0.741661173,10,4,2,13,1
171,1153846.154,1153.846154,230769.2308,11538.46154,115384.6154,11538.46154,23076.92308,115384.6154,1153.846154,230769.2308,0.556157198,1894615.385,0.646882959,0.711571255,10,7,4,21,1
172,1071428.571,10714.28571,107142.8571,21428.57143,10714.28571,107142.8571,1071428.571,21428.57143,21428.57143,2142.857143,0.510522538,2445000,0.661381563,0.72751972,11,5,6,14,1
173,115384.6154,230769.2308,11538.46154,115384.6154,23076.92308,11538.46154,230769.2308,11538.46154,1153846.154,1153.846154,0.566970212,1905000,0.639887671,0.703876439,6,12,0,18,1
174,1071428.571,21428.57143,107142.8571,2142.857143,214285.7143,10714.28571,2142.857143,1071.428571,1071.428571,1071428.571,0.501422017,2502857.143,0.672400374,0.739640411,2,6,10,28,1
175,12500,125000,12500,250000,125000,2500,125000,125000,1250000,12500,0.58354855,2040000,0.614527629,0.675980392,0,2,9,19,1
176,20000,20000,1000,1000,200000,2000,1000000,1000,1000000,2000,0.452870843,2247000,0.689849092,0.758834001,1,12,28,22,1
177,1000000,1000,2000,1000,20000,20000,20000,2000,100000,1000,0.257074352,1167000,0.767391135,0.844130249,5,13,9,13,1
178,214285.7143,10714.28571,1071.428571,2142857.143,21428.57143,107142.8571,2142.857143,10714.28571,1071.428571,10714.28571,0.26267789,2522142.857,0.768672279,0.845539507,11,5,9,19,1
179,12500,1250,2500,125000,125000,1250,12500,125000,12500,2500,0.647755587,420000,0.567640693,0.624404762,15,10,10,17,1
180,10000,1000000,20000,20000,100000,200000,2000,20000,10000,1000000,0.539464906,2382000,0.652698267,0.717968094,19,10,8,20,1
181,27272.72727,136363.6364,1363.636364,1363.636364,1363.636364,1363.636364,1363.636364,13636.36364,136363.6364,136363.6364,0.626475852,456818.1818,0.582089552,0.640298507,14,13,4,9,1
182,1000,10000,1000,200000,1000000,2000,2000,2000,20000,100000,0.362605008,1338000,0.743035739,0.817339312,19,16,2,14,1
183,1000,200000,200000,20000,20000,10000,20000,100000,100000,10000,0.750219362,681000,0.508743826,0.559618209,17,0,9,23,1
184,187500,187500,93750,9375,1875,18750,1875,18750,9375,9375,0.661947924,538125,0.579347482,0.63728223,7,15,6,13,1
185,1071.428571,1071.428571,107142.8571,10714.28571,2142.857143,10714.28571,2142.857143,21428.57143,214285.7143,10714.28571,0.536195169,381428.5714,0.663432074,0.729775281,3,0,6,20,1
186,2142.857143,214285.7143,1071428.571,2142.857143,10714.28571,107142.8571,107142.8571,21428.57143,1071.428571,10714.28571,0.455763543,1548214.286,0.701289714,0.771418685,3,4,13,19,1
187,214285.7143,214285.7143,10714.28571,2142.857143,21428.57143,1071.428571,107142.8571,1071.428571,107142.8571,1071.428571,0.665711271,680357.1429,0.570221904,0.627244094,7,0,1,12,1
188,214285.7143,214285.7143,1071428.571,107142.8571,10714.28571,214285.7143,214285.7143,10714.28571,1071.428571,1071.428571,0.650650367,2059285.714,0.567779775,0.624557752,15,12,8,22,1
189,2142.857143,1071428.571,1071.428571,1071.428571,214285.7143,1071.428571,2142.857143,214285.7143,1071.428571,1071.428571,0.365649021,1509642.857,0.73443448,0.807877928,0,5,11,15,1
190,1764.705882,176470.5882,88235.29412,8823.529412,17647.05882,17647.05882,176470.5882,17647.05882,176470.5882,882352.9412,0.613428809,1563529.412,0.607018264,0.66772009,5,2,0,21,1
191,1071.428571,1071428.571,21428.57143,1071.428571,10714.28571,214285.7143,10714.28571,21428.57143,1071.428571,2142.857143,0.309324313,1355357.143,0.756952928,0.832648221,16,0,4,18,1
192,107142.8571,107142.8571,2142.857143,2142857.143,1071.428571,107142.8571,1071.428571,107142.8571,21428.57143,21428.57143,0.337895289,2618571.429,0.72511531,0.797626841,4,2,12,12,1
193,20000,100000,100000,200000,10000,2000,200000,100000,2000,100000,0.813687971,834000,0.420536298,0.462589928,10,1,7,22,1
194,1000,2000,20000,2000000,1000,20000,2000,1000,1000,100000,0.140551358,2148000,0.797189775,0.876908752,14,0,9,17,1
1,1875000,1875,937.5,1875,1875,937.5,1875,937.5,937.5,1875,0.024481367,1888125,0.812765189,0.894041708,2,11,6,7,2
2,789.4736842,1578.947368,1578947.368,1578.947368,1578.947368,1578.947368,1578.947368,1578.947368,1578.947368,1578.947368,0.029110226,1592368.421,0.810880245,0.89196827,20,9,4,5,2
3,1250,1250,12500,2500,1250,1250,1250,1250,1250,2500000,0.02991985,2523750,0.813138818,0.894452699,18,1,10,13,2
4,1250,1250,1250,1250,2500,12500,1250,1250,1250,2500000,0.02991985,2523750,0.813138818,0.894452699,9,7,8,24,2
5,1153.846154,11538.46154,1153.846154,2307692.308,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,2307.692308,0.031458245,2330769.231,0.812871287,0.894158416,16,9,21,22,2
6,1153.846154,11538.46154,2307.692308,2307692.308,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,1153.846154,0.031458245,2330769.231,0.812871287,0.894158416,0,8,0,20,2
7,11538.46154,2307692.308,1153.846154,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,2307.692308,1153.846154,0.031458245,2330769.231,0.812871287,0.894158416,9,5,1,7,2
8,1071.428571,10714.28571,1071.428571,1071.428571,2142857.143,2142.857143,2142.857143,1071.428571,1071.428571,2142.857143,0.032995224,2165357.143,0.812514057,0.893765463,14,5,9,9,2
9,10714.28571,1071.428571,2142857.143,2142.857143,2142.857143,2142.857143,1071.428571,1071.428571,1071.428571,1071.428571,0.032995224,2165357.143,0.812514057,0.893765463,10,5,8,15,2
10,1071.428571,2142.857143,2142.857143,1071.428571,1071.428571,1071.428571,10714.28571,1071.428571,2142.857143,2142857.143,0.032995224,2165357.143,0.812514057,0.893765463,15,10,9,18,2
11,1071.428571,1071.428571,1071.428571,2142.857143,2142.857143,2142.857143,2142857.143,1071.428571,1071.428571,10714.28571,0.032995224,2165357.143,0.812514057,0.893765463,8,9,19,16,2
12,1071.428571,1071.428571,1071.428571,2142.857143,2142.857143,2142.857143,1071.428571,1071.428571,2142857.143,10714.28571,0.032995224,2165357.143,0.812514057,0.893765463,10,6,9,10,2
13,10000,1000,1000,2000,1000,2000,2000,2000,2000000,1000,0.03453079,2022000,0.81206726,0.893273986,11,11,12,14,2
14,2000,2000,2000,2000,1000,1000,1000,1000,2000000,10000,0.03453079,2022000,0.81206726,0.893273986,5,3,7,6,2
15,2000,2000000,1000,1000,2000,10000,1000,2000,2000,1000,0.03453079,2022000,0.81206726,0.893273986,10,4,9,15,2
16,2000,2000,1000,1000,2000,10000,2000,2000000,1000,1000,0.03453079,2022000,0.81206726,0.893273986,20,8,4,7,2
17,1153.846154,2307.692308,2307.692308,1153.846154,1153846.154,1153.846154,1153.846154,1153.846154,1153.846154,2307.692308,0.038968872,1167692.308,0.809019044,0.889920949,0,0,0,18,2
18,1363.636364,1363.636364,1363.636364,1363636.364,1363.636364,1363.636364,1363.636364,1363.636364,2727.272727,13636.36364,0.053707001,1389545.455,0.808189847,0.889008832,4,0,3,16,2
19,1153.846154,2307.692308,1153.846154,1153846.154,2307.692308,1153.846154,1153.846154,11538.46154,1153.846154,2307.692308,0.059166604,1178076.923,0.806962871,0.887659158,26,0,4,14,2
20,1153.846154,2307.692308,1153.846154,1153.846154,2307.692308,1153.846154,2307.692308,11538.46154,1153846.154,1153.846154,0.059166604,1178076.923,0.806962871,0.887659158,6,0,13,12,2
21,1153846.154,1153.846154,2307.692308,1153.846154,2307.692308,1153.846154,1153.846154,2307.692308,1153.846154,11538.46154,0.059166604,1178076.923,0.806962871,0.887659158,3,0,7,8,2
22,2307.692308,1153.846154,1153.846154,2307.692308,1153.846154,2307.692308,1153.846154,1153846.154,11538.46154,1153.846154,0.059166604,1178076.923,0.806962871,0.887659158,11,0,7,18,2
23,1071.428571,2142.857143,2142.857143,2142.857143,10714.28571,1071.428571,2142.857143,1071.428571,1071.428571,1071428.571,0.061889017,1095000,0.806084327,0.886692759,10,0,6,5,2
24,1071.428571,2142.857143,10714.28571,1071428.571,2142.857143,1071.428571,2142.857143,1071.428571,2142.857143,1071.428571,0.061889017,1095000,0.806084327,0.886692759,9,12,3,14,2
25,1153.846154,1153.846154,2307.692308,2307.692308,230769.2308,1153.846154,1153.846154,1153.846154,1153.846154,1153.846154,0.13750464,243461.5385,0.776820336,0.85450237,13,15,3,26,2
26,1875,937.5,937.5,937.5,1875,1875,937.5,1875,187500,1875,0.165851628,200625,0.767204758,0.843925234,15,10,10,16,2
27,176470.5882,1764.705882,1764.705882,1764.705882,1764.705882,1764.705882,882.3529412,882.3529412,1764.705882,882.3529412,0.175143767,189705.8824,0.762367865,0.838604651,15,11,16,28,2
28,1764.705882,1764.705882,882.3529412,1764.705882,1764.705882,176470.5882,882.3529412,1764.705882,1764.705882,882.3529412,0.175143767,189705.8824,0.762367865,0.838604651,12,7,10,13,2
29,1250,1250,12500,1250,1250,1250,2500,1250,250000,1250,0.190635626,273750,0.771689498,0.848858447,30,11,7,30,2
30,1250,12500,1250,250000,1250,2500,1250,1250,1250,1250,0.190635626,273750,0.771689498,0.848858447,6,6,12,12,2
31,1153.846154,230769.2308,1153.846154,11538.46154,2307.692308,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,0.199649412,253846.1538,0.769421488,0.846363636,14,2,9,20,2
32,1153.846154,1153.846154,11538.46154,2307.692308,1153.846154,230769.2308,1153.846154,2307.692308,1153.846154,1153.846154,0.199649412,253846.1538,0.769421488,0.846363636,10,6,6,19,2
33,11538.46154,230769.2308,2307.692308,1153.846154,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,1153.846154,0.199649412,253846.1538,0.769421488,0.846363636,6,7,27,15,2
34,2142.857143,214285.7143,1071.428571,1071.428571,1071.428571,1071.428571,2142.857143,2142.857143,10714.28571,1071.428571,0.208590558,236785.7143,0.766351296,0.842986425,9,16,20,12,2
35,2142.857143,1071.428571,1071.428571,2142.857143,1071.428571,214285.7143,2142.857143,1071.428571,1071.428571,10714.28571,0.208590558,236785.7143,0.766351296,0.842986425,6,10,22,15,2
36,10714.28571,2142.857143,2142.857143,1071.428571,1071.428571,1071.428571,214285.7143,2142.857143,1071.428571,1071.428571,0.208590558,236785.7143,0.766351296,0.842986425,22,14,8,14,2
37,10714.28571,1071.428571,2142.857143,214285.7143,1071.428571,2142.857143,1071.428571,1071.428571,1071.428571,2142.857143,0.208590558,236785.7143,0.766351296,0.842986425,30,8,15,16,2
38,1071.428571,2142.857143,2142.857143,1071.428571,214285.7143,2142.857143,1071.428571,1071.428571,1071.428571,10714.28571,0.208590558,236785.7143,0.766351296,0.842986425,22,13,0,24,2
39,200000,1000,1000,2000,2000,1000,2000,1000,10000,2000,0.217460006,222000,0.762489762,0.838738739,10,5,14,17,2
40,1000,10000,1000,1000,2000,1000,200000,2000,2000,2000,0.217460006,222000,0.762489762,0.838738739,22,10,12,10,2
41,10714.28571,21428.57143,107142.8571,10714.28571,10714.28571,214285.7143,2142.857143,214285.7143,1071.428571,1071428.571,0.50151617,1663928.571,0.679447404,0.747392144,7,1,2,5,2
42,1071.428571,214285.7143,2142.857143,1071428.571,1071.428571,1071.428571,10714.28571,214285.7143,21428.57143,1071428.571,0.529400543,2608928.571,0.656449505,0.722094456,9,6,3,21,2
43,1250000,12500,1250,25000,125000,1250,1250,125000,2500,1250000,0.469356874,2793750,0.682652024,0.750917226,4,8,3,12,2
44,1363.636364,1363.636364,13636.36364,136363.6364,272727.2727,13636.36364,1363.636364,1363636.364,1363636.364,1363.636364,0.491792923,3169090.909,0.675794085,0.743373494,9,11,10,18,2
45,1250,1250,125000,125000,125000,125000,2500,1250000,2500,125000,0.520982927,1882500,0.631896656,0.695086321,9,3,6,3,2
46,214285.7143,214285.7143,1071.428571,214285.7143,107142.8571,1071.428571,1071.428571,2142.857143,1071.428571,1071428.571,0.546621432,1827857.143,0.643397634,0.707737397,16,2,1,30,2
47,1875,18750,937.5,937500,93750,937500,18750,18750,187500,18750,0.538311429,2234062.5,0.652996605,0.718296265,4,4,0,10,2
48,214285.7143,107142.8571,2142.857143,2142.857143,107142.8571,10714.28571,107142.8571,2142.857143,1071.428571,1071428.571,0.496732332,1625357.143,0.67423743,0.741661173,2,0,5,21,2
49,1875,1875,18750,9375,187500,93750,18750,18750,937500,93750,0.489072844,1381875,0.682003207,0.750203528,9,10,5,15,2
50,1000,100000,1000000,20000,200000,100000,20000,2000,2000,1000,0.453770424,1446000,0.702124984,0.772337483,8,3,3,15,2
51,1875,187500,1875,18750,9375,187500,937500,18750,9375,93750,0.512870177,1466250,0.673564287,0.740920716,1,9,22,20,2
52,2142.857143,214285.7143,1071428.571,2142.857143,10714.28571,107142.8571,107142.8571,21428.57143,1071.428571,10714.28571,0.455763543,1548214.286,0.701289714,0.771418685,6,5,6,20,2
53,1666.666667,16666.66667,166666.6667,16666.66667,16666.66667,1666.666667,1666.666667,8333.333333,833.3333333,16666.66667,0.533044063,247500,0.633914907,0.697306397,4,4,6,22,2
54,937.5,9375,93750,18750,187500,1875,1875,1875,1875,937.5,0.476670567,318750,0.694652406,0.764117647,17,3,8,27,2
55,2000,1000,2000,100000,1000,10000,200000,10000,20000,2000,0.507002293,348000,0.68077325,0.748850575,24,10,13,17,2
56,1071.428571,1071.428571,107142.8571,10714.28571,2142.857143,10714.28571,2142.857143,21428.57143,214285.7143,10714.28571,0.536195169,381428.5714,0.663432074,0.729775281,5,10,9,30,2
57,1764.705882,1764.705882,1764.705882,1764.705882,176470.5882,88235.29412,176470.5882,8823.529412,1764.705882,882.3529412,0.541363063,459705.8824,0.64404118,0.708445298,8,2,17,23,2
58,1764.705882,17647.05882,17647.05882,1764.705882,88235.29412,882.3529412,176470.5882,1764.705882,882.3529412,1764.705882,0.502195362,308823.5294,0.682597403,0.750857143,17,0,7,22,2
59,2000,200000,1000,1000,20000,2000,100000,2000,1000,10000,0.471105955,339000,0.698042371,0.767846608,16,3,1,12,2
60,8823.529412,17647.05882,1764.705882,17647.05882,176470.5882,88235.29412,1764.705882,1764.705882,1764.705882,882.3529412,0.536555621,316764.7059,0.665738162,0.732311978,13,0,10,26,2
61,100000,100000,200000,200000,100000,200000,200000,1000000,200000,100000,0.83811541,2400000,0.363636364,0.4,14,12,2,21,2
62,200000,100000,100000,200000,100000,100000,200000,200000,200000,1000000,0.83811541,2400000,0.363636364,0.4,2,5,2,6,2
63,17647.05882,882352.9412,176470.5882,176470.5882,176470.5882,176470.5882,176470.5882,88235.29412,176470.5882,88235.29412,0.827097765,2135294.118,0.376408715,0.414049587,2,2,0,13,2
64,176470.5882,176470.5882,88235.29412,882352.9412,176470.5882,88235.29412,176470.5882,17647.05882,176470.5882,176470.5882,0.827097765,2135294.118,0.376408715,0.414049587,0,0,1,3,2
65,214285.7143,107142.8571,107142.8571,214285.7143,107142.8571,107142.8571,1071428.571,214285.7143,214285.7143,107142.8571,0.822239142,2464285.714,0.383399209,0.42173913,3,3,2,6,2
66,157894.7368,157894.7368,157894.7368,157894.7368,15789.47368,789473.6842,157894.7368,157894.7368,15789.47368,157894.7368,0.816290157,1926315.789,0.375558867,0.413114754,0,3,2,26,2
67,187500,93750,93750,187500,187500,937.5,187500,937500,187500,187500,0.814279709,2250937.5,0.385861951,0.424448147,1,0,1,5,2
68,93750,937500,187500,187500,187500,93750,187500,187500,937.5,187500,0.814279709,2250937.5,0.385861951,0.424448147,5,6,1,13,2
69,187500,937500,187500,93750,937.5,187500,187500,93750,187500,187500,0.814279709,2250937.5,0.385861951,0.424448147,0,7,3,16,2
70,18750,93750,187500,187500,187500,187500,187500,93750,937500,93750,0.810724797,2175000,0.404388715,0.444827586,6,9,4,13,2
71,187500,187500,187500,187500,937500,187500,18750,93750,93750,93750,0.810724797,2175000,0.404388715,0.444827586,0,1,2,4,2
72,187500,93750,187500,18750,187500,937500,187500,93750,187500,93750,0.810724797,2175000,0.404388715,0.444827586,0,2,1,6,2
73,937500,187500,93750,187500,93750,93750,18750,187500,187500,187500,0.810724797,2175000,0.404388715,0.444827586,1,3,2,6,2
74,93750,93750,187500,187500,187500,187500,187500,93750,937500,18750,0.810724797,2175000,0.404388715,0.444827586,5,8,9,34,2
75,18750,187500,187500,93750,187500,187500,93750,93750,187500,937500,0.810724797,2175000,0.404388715,0.444827586,7,17,2,11,2
76,166666.6667,833333.3333,166666.6667,166666.6667,16666.66667,166666.6667,166666.6667,166666.6667,8333.333333,166666.6667,0.810518786,2025000,0.38047138,0.418518519,1,12,17,21,2
77,157894.7368,157894.7368,157894.7368,78947.36842,157894.7368,157894.7368,157894.7368,157894.7368,157894.7368,157894.7368,0.993567289,1500000,0.043062201,0.047368421,0,8,4,12,2
78,166666.6667,166666.6667,83333.33333,166666.6667,166666.6667,166666.6667,166666.6667,166666.6667,83333.33333,16666.66667,0.957994895,1350000,0.158249158,0.174074074,2,5,5,30,2
79,83333.33333,166666.6667,166666.6667,166666.6667,166666.6667,83333.33333,166666.6667,166666.6667,166666.6667,16666.66667,0.957994895,1350000,0.158249158,0.174074074,6,5,6,32,2
80,115384.6154,230769.2308,115384.6154,115384.6154,230769.2308,115384.6154,115384.6154,115384.6154,115384.6154,23076.92308,0.954188917,1292307.692,0.188311688,0.207142857,3,11,16,22,2
81,107142.8571,107142.8571,214285.7143,107142.8571,21428.57143,214285.7143,107142.8571,214285.7143,107142.8571,107142.8571,0.949770816,1307142.857,0.210134128,0.231147541,4,13,2,21,2
82,214285.7143,214285.7143,107142.8571,107142.8571,107142.8571,21428.57143,107142.8571,107142.8571,214285.7143,107142.8571,0.949770816,1307142.857,0.210134128,0.231147541,2,7,9,19,2
83,166666.6667,166666.6667,166666.6667,166666.6667,833.3333333,166666.6667,166666.6667,166666.6667,83333.33333,166666.6667,0.948724306,1417500,0.133130244,0.146443269,2,7,4,16,2
84,20000,100000,200000,100000,100000,200000,100000,100000,200000,200000,0.948721964,1320000,0.214876033,0.236363636,2,0,4,23,2
85,20000,10000,20000,10000,10000,20000,20000,20000,10000,10000,0.975404595,150000,0.151515152,0.166666667,7,6,6,21,2
86,8333.333333,16666.66667,16666.66667,16666.66667,16666.66667,16666.66667,16666.66667,16666.66667,1666.666667,8333.333333,0.957994895,135000,0.158249158,0.174074074,17,7,8,24,2
87,17647.05882,17647.05882,17647.05882,17647.05882,8823.529412,1764.705882,8823.529412,17647.05882,17647.05882,8823.529412,0.953385302,134117.6471,0.186602871,0.205263158,7,4,7,25,2
88,18750,18750,18750,1875,18750,18750,9375,9375,9375,9375,0.950140038,133125,0.206145967,0.226760563,3,12,8,18,2
89,1875,18750,9375,18750,9375,9375,18750,18750,9375,18750,0.950140038,133125,0.206145967,0.226760563,5,7,5,13,2
90,10000,10000,20000,20000,10000,20000,2000,20000,10000,10000,0.948721964,132000,0.214876033,0.236363636,5,1,3,32,2
91,12500,12500,12500,12500,1250,12500,12500,2500,25000,12500,0.929529616,116250,0.221896383,0.244086022,4,10,10,15,2
92,12500,12500,12500,2500,12500,12500,12500,1250,25000,12500,0.929529616,116250,0.221896383,0.244086022,5,16,3,20,2
93,10714.28571,21428.57143,10714.28571,10714.28571,2142.857143,10714.28571,10714.28571,21428.57143,10714.28571,2142.857143,0.928136033,111428.5714,0.251748252,0.276923077,20,15,10,8,2
94,10714.28571,2142.857143,2142.857143,10714.28571,10714.28571,10714.28571,21428.57143,10714.28571,21428.57143,10714.28571,0.928136033,111428.5714,0.251748252,0.276923077,2,3,1,8,2
95,10714.28571,10714.28571,2142.857143,2142.857143,21428.57143,10714.28571,21428.57143,10714.28571,10714.28571,10714.28571,0.928136033,111428.5714,0.251748252,0.276923077,4,1,2,7,2
96,8333.333333,8333.333333,16666.66667,16666.66667,1666.666667,16666.66667,16666.66667,16666.66667,1666.666667,16666.66667,0.926919996,120000,0.232323232,0.255555556,1,2,4,2,2
97,1764.705882,8823.529412,17647.05882,8823.529412,17647.05882,17647.05882,8823.529412,17647.05882,17647.05882,1764.705882,0.923320324,118235.2941,0.256445047,0.282089552,10,0,25,21,2
98,1764.705882,17647.05882,1764.705882,17647.05882,8823.529412,17647.05882,17647.05882,8823.529412,17647.05882,8823.529412,0.923320324,118235.2941,0.256445047,0.282089552,13,13,29,10,2
99,9375,9375,1875,18750,18750,9375,1875,18750,9375,18750,0.921756204,116250,0.269794721,0.296774194,22,19,37,18,2
100,9375,1875,18750,9375,1875,9375,9375,18750,18750,18750,0.921756204,116250,0.269794721,0.296774194,8,9,15,14,2
101,937.5,1875,9375,1875,187500,1875,93750,187500,1875,93750,0.638507712,580312.5,0.582904979,0.641195477,11,12,19,10,2
102,9375,18750,18750,18750,1875000,937.5,18750,1875,93750,9375,0.198781882,2065312.5,0.774027153,0.851429868,21,12,10,13,2
103,1071.428571,214285.7143,2142.857143,214285.7143,1071.428571,10714.28571,1071.428571,1071.428571,107142.8571,214285.7143,0.63253864,767142.8571,0.56932453,0.626256983,13,10,11,9,2
104,18750,18750,937500,93750,1875,937500,1875,187500,93750,18750,0.575296581,2310000,0.634149941,0.697564935,13,17,24,18,2
105,10714.28571,21428.57143,107142.8571,10714.28571,10714.28571,214285.7143,2142.857143,214285.7143,1071.428571,1071428.571,0.50151617,1663928.571,0.679447404,0.747392144,15,12,17,8,2
106,10000,2000,1000,10000,20000,20000,10000,100000,2000000,20000,0.189773766,2193000,0.777971231,0.855768354,22,7,23,16,2
107,9375,1875,93750,18750,18750,1875,9375,937500,1875,1875,0.263975857,1095000,0.76369863,0.840068493,11,12,9,5,2
108,200000,200000,1000,1000000,200000,200000,1000,100000,200000,10000,0.715304711,2112000,0.500774793,0.550852273,11,10,29,8,2
109,23076.92308,2307692.308,1153.846154,11538.46154,1153.846154,115384.6154,115384.6154,1153.846154,11538.46154,230769.2308,0.314535587,2818846.154,0.750158151,0.825173966,10,9,5,19,2
110,93750,187500,9375,1875,93750,1875,937500,187500,187500,18750,0.63644038,1719375,0.58778626,0.646564885,18,12,9,9,2
111,2000,1000000,10000,100000,100000,2000,20000,2000,1000,20000,0.343688993,1257000,0.739929124,0.813922037,14,8,4,3,2
112,200000,2000,200000,2000,1000,20000,1000000,10000,10000,10000,0.429092053,1455000,0.712089972,0.783298969,0,0,16,19,2
113,16666.66667,8333.333333,166666.6667,1666.666667,1666.666667,833.3333333,16666.66667,1666666.667,166666.6667,1666.666667,0.302770086,2047500,0.755947756,0.831542532,14,9,12,16,2
114,21428.57143,21428.57143,107142.8571,1071.428571,10714.28571,2142.857143,1071.428571,21428.57143,10714.28571,107142.8571,0.697459679,304285.7143,0.54865557,0.603521127,11,2,7,13,2
115,1875,937.5,187500,187500,1875,937.5,187500,18750,937.5,9375,0.578326689,597187.5,0.605251891,0.66577708,11,0,3,12,2
116,1764.705882,8823.529412,882352.9412,1764.705882,176470.5882,176470.5882,176470.5882,17647.05882,88235.29412,176470.5882,0.660784951,1706470.588,0.562094576,0.618304033,19,11,3,17,2
117,18750,1875,9375,93750,1875000,18750,1875,9375,9375,18750,0.191133656,2056875,0.777243723,0.854968095,12,3,1,6,2
118,1071.428571,214285.7143,2142.857143,1071428.571,1071.428571,1071.428571,10714.28571,214285.7143,21428.57143,1071428.571,0.529400543,2608928.571,0.656449505,0.722094456,0,7,5,12,2
119,21428.57143,10714.28571,10714.28571,21428.57143,10714.28571,21428.57143,21428.57143,10714.28571,1071.428571,1071.428571,0.905356555,130714.2857,0.286140089,0.314754098,2,2,7,9,2
120,18750,937.5,1875000,1875,1875,18750,937.5,9375,937.5,1875,0.076207405,1930312.5,0.805466025,0.886012627,0,0,5,34,2
121,2307.692308,230769.2308,115384.6154,1153.846154,1153.846154,1153.846154,1153.846154,1153846.154,230769.2308,1153.846154,0.443531926,1738846.154,0.704409724,0.774850697,12,1,0,7,2
122,2000,2000,100000,100000,200000,20000,1000000,200000,10000,10000,0.559188481,1644000,0.645211236,0.70973236,15,0,1,13,2
123,1666.666667,16666.66667,166666.6667,16666.66667,16666.66667,1666.666667,1666.666667,8333.333333,833.3333333,16666.66667,0.533044063,247500,0.633914907,0.697306397,5,3,9,28,2
124,1875,18750,937.5,9375,1875,1875,93750,1875000,9375,18750,0.162851357,2031562.5,0.789570835,0.868527919,1,8,8,17,2
125,100000,100000,200000,200000,200000,100000,100000,1000,20000,20000,0.872725276,1041000,0.345035368,0.379538905,5,0,0,6,2
126,937.5,9375,93750,18750,187500,1875,1875,1875,1875,937.5,0.476670567,318750,0.694652406,0.764117647,2,0,5,19,2
127,12500,125000,1250,25000,2500,12500,12500,12500,12500,1250000,0.275928311,1466250,0.753855692,0.829241262,0,5,6,10,2
128,1250000,12500,1250,25000,125000,1250,1250,125000,2500,1250000,0.469356874,2793750,0.682652024,0.750917226,0,2,1,17,2
129,1875,18750,937.5,937.5,937500,9375,18750,187500,18750,18750,0.34926777,1213125,0.737951384,0.811746522,5,9,5,14,2
130,2000,1000,2000,100000,1000,10000,200000,10000,20000,2000,0.507002293,348000,0.68077325,0.748850575,5,0,20,0,2
131,8823.529412,176470.5882,17647.05882,17647.05882,176470.5882,17647.05882,176470.5882,8823.529412,17647.05882,8823.529412,0.717877508,626470.5882,0.510883483,0.561971831,23,10,8,18,2
132,176470.5882,882.3529412,882.3529412,17647.05882,1764705.882,1764.705882,1764.705882,882.3529412,17647.05882,176470.5882,0.292713532,2159117.647,0.759780065,0.835758071,12,6,5,17,2
133,10714.28571,1071.428571,21428.57143,107142.8571,1071.428571,214285.7143,21428.57143,2142.857143,107142.8571,107142.8571,0.716706048,593571.4286,0.532326879,0.585559567,1,16,14,16,2
134,1363.636364,1363.636364,13636.36364,136363.6364,272727.2727,13636.36364,1363.636364,1363636.364,1363636.364,1363.636364,0.491792923,3169090.909,0.675794085,0.743373494,15,5,7,13,2
135,1875,1875000,187500,9375,1875,9375,937.5,9375,187500,1875,0.287028623,2284687.5,0.760659529,0.836725482,8,12,25,14,2
