id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,evenness,cellcount,gini_thas,gini_wittebolle,LMG7866,LMG3203,LMG7878,LMG2954,replica
136,2142.857143,1071.428571,2142.857143,10714.28571,214285.7143,107142.8571,1071.428571,107142.8571,21428.57143,10714.28571,0.614736834,477857.1429,0.617203424,0.678923767,0,20,17,20,2
137,20000,200000,20000,1000,20000,20000,1000,100000,1000000,1000,0.418993981,1383000,0.715112075,0.786623283,20,8,6,15,2
138,1071.428571,107142.8571,2142.857143,107142.8571,2142857.143,10714.28571,10714.28571,2142.857143,21428.57143,1071.428571,0.2128146,2406428.571,0.778272484,0.856099733,30,12,15,26,2
139,9375,1875,93750,9375,18750,1875,187500,9375,1875000,18750,0.281331047,2225625,0.760435016,0.836478517,6,13,12,25,2
140,200000,200000,20000,10000,20000,1000,100000,1000,20000,100000,0.731426121,672000,0.524080087,0.576488095,10,21,2,31,2
141,1764.705882,882.3529412,1764.705882,8823.529412,1764.705882,8823.529412,1764705.882,17647.05882,17647.05882,17647.05882,0.108248864,1841470.588,0.795443656,0.874988021,10,11,38,15,2
142,1875,1875,18750,9375,187500,93750,18750,18750,937500,93750,0.489072844,1381875,0.682003207,0.750203528,21,15,2,21,2
143,1153.846154,23076.92308,2307.692308,1153846.154,23076.92308,1153.846154,115384.6154,1153.846154,11538.46154,1153846.154,0.427348314,2486538.462,0.697869648,0.767656613,10,12,9,14,2
144,1875,1875,1875,93750,937.5,9375,93750,1875,1875,187500,0.550134117,394687.5,0.645864824,0.710451306,9,12,22,38,2
145,1875,93750,18750,1875,9375,1875,187500,187500,93750,93750,0.749705561,690000,0.495059289,0.544565217,0,12,3,15,2
146,2142857.143,10714.28571,107142.8571,107142.8571,2142.857143,10714.28571,10714.28571,2142.857143,107142.8571,2142.857143,0.271783553,2502857.143,0.756070984,0.831678082,2,10,13,24,2
147,1250,1250,125000,125000,125000,125000,2500,1250000,2500,125000,0.520982927,1882500,0.631896656,0.695086321,0,17,10,19,2
148,1875000,1875,187500,937.5,93750,1875,1875,9375,18750,93750,0.309263092,2284687.5,0.752452718,0.827697989,5,6,9,13,2
149,115384.6154,1153.846154,115384.6154,23076.92308,2307.692308,11538.46154,1153846.154,11538.46154,1153846.154,230769.2308,0.560732039,2818846.154,0.642912961,0.707204257,0,0,13,26,2
150,17647.05882,17647.05882,1764.705882,88235.29412,176470.5882,176470.5882,17647.05882,88235.29412,17647.05882,882.3529412,0.747895875,602647.0588,0.508052709,0.55885798,1,0,3,25,2
151,214285.7143,214285.7143,1071.428571,214285.7143,107142.8571,1071.428571,1071.428571,2142.857143,1071.428571,1071428.571,0.546621432,1827857.143,0.643397634,0.707737397,0,0,10,19,2
152,11538.46154,2307692.308,23076.92308,1153.846154,1153.846154,115384.6154,11538.46154,1153.846154,2307.692308,1153.846154,0.140258492,2476153.846,0.797000763,0.876700839,0,10,3,16,2
153,18750,9375,18750,9375,187500,187500,187500,9375,9375,1875,0.673577253,639375,0.546787523,0.601466276,5,7,6,34,2
154,1000,100000,1000000,20000,200000,100000,20000,2000,2000,1000,0.453770424,1446000,0.702124984,0.772337483,4,10,28,27,2
155,88235.29412,8823.529412,882352.9412,17647.05882,1764.705882,1764.705882,1764.705882,1764.705882,17647.05882,17647.05882,0.277877005,1039411.765,0.757987344,0.833786078,0,7,9,23,2
156,15000,1500000,1500,150000,15000,15000,1500,15000,150000,1500,0.32697314,1864500,0.744459884,0.818905873,3,9,12,20,2
157,187500,937.5,937.5,1875,1875,18750,1875,1875000,9375,9375,0.188943651,2107500,0.788822388,0.867704626,12,9,23,25,2
158,1875,18750,937.5,937500,93750,937500,18750,18750,187500,18750,0.538311429,2234062.5,0.652996605,0.718296265,11,13,9,27,2
159,15789.47368,1578.947368,1578.947368,15789.47368,1578947.368,157894.7368,15789.47368,157894.7368,7894.736842,15789.47368,0.334443158,1968947.368,0.740613837,0.814675221,3,6,21,17,2
160,10000,20000,200000,10000,1000000,10000,2000,200000,10000,2000,0.441745504,1464000,0.704669647,0.775136612,11,4,3,16,2
161,1071.428571,1071.428571,214285.7143,2142.857143,10714.28571,1071.428571,107142.8571,2142.857143,1071428.571,2142.857143,0.336308344,1413214.286,0.751464608,0.826611069,10,17,9,34,2
162,1250000,1250,1250,1250,12500,12500,25000,125000,125000,25000,0.352360437,1578750,0.735550277,0.809105305,2,5,2,6,2
163,20000,100000,2000,1000,100000,2000,1000,2000,2000,100000,0.614184122,330000,0.586225895,0.644848485,0,0,10,16,2
164,230769.2308,230769.2308,115384.6154,11538.46154,11538.46154,1153.846154,230769.2308,11538.46154,115384.6154,115384.6154,0.809317031,1074230.769,0.423884386,0.466272825,0,1,3,22,2
165,1875,187500,1875,18750,9375,187500,937500,18750,9375,93750,0.512870177,1466250,0.673564287,0.740920716,0,13,9,29,2
166,882352.9412,88235.29412,17647.05882,88235.29412,1764.705882,176470.5882,176470.5882,176470.5882,176470.5882,1764.705882,0.70341964,1785882.353,0.524074739,0.576482213,0,0,7,31,2
167,187500,1875,187500,18750,937.5,93750,937.5,1875,937.5,18750,0.592361516,512812.5,0.623400366,0.685740402,10,0,11,31,2
168,10000,20000,2000,200000,200000,100000,100000,1000,100000,2000,0.747053709,735000,0.496846011,0.546530612,13,1,6,19,2
169,107142.8571,2142.857143,1071428.571,214285.7143,107142.8571,21428.57143,2142.857143,1071.428571,10714.28571,1071428.571,0.553878547,2608928.571,0.646518574,0.711170431,6,3,4,8,2
170,214285.7143,107142.8571,2142.857143,2142.857143,107142.8571,10714.28571,107142.8571,2142.857143,1071.428571,1071428.571,0.496732332,1625357.143,0.67423743,0.741661173,14,10,2,10,2
171,1153846.154,1153.846154,230769.2308,11538.46154,115384.6154,11538.46154,23076.92308,115384.6154,1153.846154,230769.2308,0.556157198,1894615.385,0.646882959,0.711571255,7,4,4,20,2
172,1071428.571,10714.28571,107142.8571,21428.57143,10714.28571,107142.8571,1071428.571,21428.57143,21428.57143,2142.857143,0.510522538,2445000,0.661381563,0.72751972,6,3,6,13,2
173,115384.6154,230769.2308,11538.46154,115384.6154,23076.92308,11538.46154,230769.2308,11538.46154,1153846.154,1153.846154,0.566970212,1905000,0.639887671,0.703876439,5,9,8,16,2
174,1071428.571,21428.57143,107142.8571,2142.857143,214285.7143,10714.28571,2142.857143,1071.428571,1071.428571,1071428.571,0.501422017,2502857.143,0.672400374,0.739640411,4,8,9,18,2
175,12500,125000,12500,250000,125000,2500,125000,125000,1250000,12500,0.58354855,2040000,0.614527629,0.675980392,1,0,21,16,2
176,20000,20000,1000,1000,200000,2000,1000000,1000,1000000,2000,0.452870843,2247000,0.689849092,0.758834001,1,7,28,14,2
177,1000000,1000,2000,1000,20000,20000,20000,2000,100000,1000,0.257074352,1167000,0.767391135,0.844130249,7,7,24,17,2
178,214285.7143,10714.28571,1071.428571,2142857.143,21428.57143,107142.8571,2142.857143,10714.28571,1071.428571,10714.28571,0.26267789,2522142.857,0.768672279,0.845539507,3,2,23,26,2
179,12500,1250,2500,125000,125000,1250,12500,125000,12500,2500,0.647755587,420000,0.567640693,0.624404762,11,5,11,16,2
180,10000,1000000,20000,20000,100000,200000,2000,20000,10000,1000000,0.539464906,2382000,0.652698267,0.717968094,19,12,9,32,2
181,27272.72727,136363.6364,1363.636364,1363.636364,1363.636364,1363.636364,1363.636364,13636.36364,136363.6364,136363.6364,0.626475852,456818.1818,0.582089552,0.640298507,9,3,21,13,2
182,1000,10000,1000,200000,1000000,2000,2000,2000,20000,100000,0.362605008,1338000,0.743035739,0.817339312,17,14,10,10,2
183,1000,200000,200000,20000,20000,10000,20000,100000,100000,10000,0.750219362,681000,0.508743826,0.559618209,10,0,12,22,2
184,187500,187500,93750,9375,1875,18750,1875,18750,9375,9375,0.661947924,538125,0.579347482,0.63728223,10,2,8,18,2
185,1071.428571,1071.428571,107142.8571,10714.28571,2142.857143,10714.28571,2142.857143,21428.57143,214285.7143,10714.28571,0.536195169,381428.5714,0.663432074,0.729775281,6,9,16,15,2
186,2142.857143,214285.7143,1071428.571,2142.857143,10714.28571,107142.8571,107142.8571,21428.57143,1071.428571,10714.28571,0.455763543,1548214.286,0.701289714,0.771418685,5,12,11,17,2
187,214285.7143,214285.7143,10714.28571,2142.857143,21428.57143,1071.428571,107142.8571,1071.428571,107142.8571,1071.428571,0.665711271,680357.1429,0.570221904,0.627244094,9,4,1,9,2
188,214285.7143,214285.7143,1071428.571,107142.8571,10714.28571,214285.7143,214285.7143,10714.28571,1071.428571,1071.428571,0.650650367,2059285.714,0.567779775,0.624557752,15,11,6,18,2
189,2142.857143,1071428.571,1071.428571,1071.428571,214285.7143,1071.428571,2142.857143,214285.7143,1071.428571,1071.428571,0.365649021,1509642.857,0.73443448,0.807877928,0,7,14,9,2
190,1764.705882,176470.5882,88235.29412,8823.529412,17647.05882,17647.05882,176470.5882,17647.05882,176470.5882,882352.9412,0.613428809,1563529.412,0.607018264,0.66772009,8,3,0,21,2
191,1071.428571,1071428.571,21428.57143,1071.428571,10714.28571,214285.7143,10714.28571,21428.57143,1071.428571,2142.857143,0.309324313,1355357.143,0.756952928,0.832648221,8,0,6,9,2
192,107142.8571,107142.8571,2142.857143,2142857.143,1071.428571,107142.8571,1071.428571,107142.8571,21428.57143,21428.57143,0.337895289,2618571.429,0.72511531,0.797626841,5,2,12,22,2
193,20000,100000,100000,200000,10000,2000,200000,100000,2000,100000,0.813687971,834000,0.420536298,0.462589928,10,0,9,27,2
194,1000,2000,20000,2000000,1000,20000,2000,1000,1000,100000,0.140551358,2148000,0.797189775,0.876908752,17,0,8,21,2
