key,count
Shewanella,21
Staphylococcus,1
desulfuricans,10
centrale,1
bacterium,3
Citrobacter,1
metallidurans,25
coli,7
Desulfovibrio,15
putida,1
Escherichia,4
oneidensis,30
Pseudomonas,1
Paracoccus,1
Clostridium,1
Cupriavidus,10
