key,count
Vibrio,118
Aeromonas,9
Comamonas,1
parahaemolyticus,1
coli,1
hydrophila,9
jannaschii,1
harveyi,40
bacterium,5
Pseudomonas,6
marcescens,1
minor,3
subtilis,2
Azospirillum,1
maritima,2
Methanococcus,1
Thermotoga,3
marine,15
unidentified,1
testosteroni,1
aeruginosa,6
Bacillus,58
Serratia,1
vulgaris,1
Flavobacterium,1
comes,1
