key,count
subtilis,24
Brevibacterium,75
Bacillus,111
anthracis,4
licheniformis,72
bacterium,3
glutamicum,17
Streptomyces,1
Escherichia,2
amyloliquefaciens,3
coli,2
Anabaena,1
Corynebacterium,11
Synechococcus,1
Staphylococcus,1
