key,count
Shewanella,2
unidentified,1
putida,78
Geobacter,1
Lactobacillus,10
bacterium,2
Enterobacteriaceae,1
Bacillus,3
Flavobacterium,1
beta,1
Leptothrix,3
Cytophaga,1
tuberculosis,1
Pseudomonas,128
fluorescens,1
Aeromonas,1
minor,2
oneidensis,1
