key,count
aureus,2
metallidurans,1
Herbaspirillum,3
coli,7
Sphingomonas,3
oxydans,1
Staphylococcus,2
Bacillus,4
Haemophilus,2
Cupriavidus,1
Pseudomonas,1
Escherichia,1
subtilis,6
Arthrobacter,1
Moraxella,1
jejuni,1
aurantiaca,1
Streptococcus,3
marine,4
fluorescens,1
pneumonia,1
Legionella,3
mobile,1
aeruginosa,1
Bacteroidetes,3
Campylobacter,1
influenzae,1
vortex,1
Actinomyces,1
pneumophila,3
Paenibacillus,3
comes,2
