key,count
Vibrio,14
Aeromonas,1
pallidum,2
cholerae,5
Brevundimonas,7
coli,27
hydrophila,1
japonicum,1
Sphingomonas,6
bacterium,21
marine,40
gracilis,48
parvum,1
Pseudomonas,6
Salmonella,3
Escherichia,26
minor,3
pickettii,2
uncultured,3
Sphingopyxis,10
alaskensis,57
Rhizobium,2
necessarius,2
biflexa,2
Leptospira,3
Legionella,6
vulnificus,2
Bacteroidetes,1
Polynucleobacter,11
Treponema,2
Mycoplasma,1
gamma,2
pneumophila,7
comes,2
