key,count
Shewanella,14
desulfuricans,3
Nitrobacter,1
aeruginosa,1
Desulfovibrio,4
vulgaris,1
oneidensis,10
Nitrosomonas,1
Pseudomonas,1
putrefaciens,1
Nitrosospira,1
Delftia,1
gamma,1
