,Staphylococcus aureus subsp. aureus MRSA252,Streptococcus pyogenes MGAS9429,Staphylococcus aureus subsp. aureus MRSA252,Helicobacter acinonychis str. Sheeba,Vibrio cholerae O1 biovar El Tor str. N16961,Mycobacterium tuberculosis SUMu007,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,Alicycliphilus denitrificans BC,Escherichia coli SE15,Streptococcus pneumoniae CDC1873-00,Streptococcus pneumoniae CDC1873-00,Mycobacterium smegmatis str. MC2 155,Bacteroides sp. 2_2_4,Bacillus mycoides DSM 2048,Myxococcus xanthus DK 1622,Roseburia intestinalis L1-82,Escherichia sp. 3_2_53FAA,Streptococcus pneumoniae P1031,Bacillus cereus Rock4-2,Helicobacter pylori J99,Roseobacter sp. AzwK-3b,Helicobacter pylori J99,Subdoligranulum variabile DSM 15176,Enterococcus faecalis T1,Borrelia hermsii DAH,Borrelia hermsii DAH,Sphingomonas sp. SKA58,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,Acinetobacter baumannii ATCC 17978,Acinetobacter baumannii ATCC 17978,Comamonas testosteroni KF-1,Thiomonas intermedia K12,Thiomonas intermedia K12,Enterococcus faecium E1162,Phaeobacter gallaeciensis BS107,Lactobacillus paracasei subsp. paracasei 8700:2,Streptococcus pneumoniae ATCC 700669,Clostridium perfringens E str. JGS1987,Kangiella koreensis DSM 16069,Agrobacterium radiobacter K84,Escherichia coli O157:H7,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,Francisella tularensis subsp. tularensis SCHU S4,Bacillus cereus F65185,Geobacter lovleyi SZ,Streptococcus pneumoniae 23F,Providencia alcalifaciens DSM 30120,Streptococcus salivarius SK126,Streptococcus sp. oral taxon 071 str. 73H25AP,Acinetobacter sp. 6013150,Alicycliphilus denitrificans BC,Brucella abortus bv. 1 str. 9-941,Brucella abortus biovar 1 str. 9-941,Escherichia coli 042,Escherichia coli 042,Staphylococcus epidermidis SK135,Dehalococcoides sp. CBDB1,Borrelia burgdorferi 72a,Salmonella typhimurium LT2,Porphyromonas endodontalis ATCC 35406,Haemophilus influenzae Rd KW20,Haemophilus influenzae Rd KW20,Lactobacillus jensenii 27-2-CHN,Enterococcus faecium TX0133C,Dehalococcoides sp. BAV1,Sphingopyxis alaskensis RB2256,Rhodococcus erythropolis SK121,Roseovarius nubinhibens ISM,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Roseovarius nubinhibens ISM,Lactobacillus vaginalis ATCC 49540,Burkholderia pseudomallei Pasteur 52237,Burkholderia pseudomallei Pasteur,Clostridium botulinum Ba4 str. 657,Lactobacillus brevis ATCC 367,Lactobacillus brevis ATCC 367,Neisseria cinerea ATCC 14685,Burkholderia pseudomallei 1655,Escherichia coli B171,Escherichia coli B171,Bacteroides sp. 3_1_40A,Mesoplasma florum L1,Mesoplasma florum L1,Lactobacillus iners ATCC 55195,Spirochaeta thermophila DSM 6192,Thermus aquaticus Y51MC23,Desulfitobacterium hafniense DCB-2,Shigella dysenteriae 1617,Desulfitobacterium hafniense DCB-2,Lactococcus lactis subsp. lactis KF147,Escherichia coli E24377A,Haemophilus influenzae 22.1-21,Pseudomonas fluorescens Pf0-1,Streptococcus pyogenes MGAS315,Streptococcus pyogenes MGAS315
Streptococcus pneumoniae CDC1873-00,-2493.3340144424683,13142.67480621171,-2765.3583933526274,-1219.2407717316405,-72.01929188221594,2251.223334335852,1701.0349052197644,414.4674816516227,-1732.8375781561663,-2511.136542651367,16410.002996706375,16410.0366194946,16410.614973189444,16409.07808423271,16410.000436425427,16410.145693590704,16406.564527190494,16409.743405301684,16410.04428129015,16410.005309268883,16409.163936128974,16408.14080769178,16409.51619349737,16407.91761818368,16410.005169899563,16419.022967148507,16415.84011412212,16410.260345273873,16413.170473472666,16409.869857068854,16409.544799091615,16409.57221464848,16410.527108827388,16410.381688788882,16410.412809165136,16410.003231261075,16409.587574553992,16410.009344303642,16410.030426527646,16408.585778771925,16409.376792933414,16409.573493413867,16409.662076100743,16410.516526912437,16409.34048156437,16409.70385134321,16409.992057988416,16410.413995713912,16410.045755674342,16409.610558923785,16410.02595762215,16409.998555772327,16409.497662096364,16408.74876988742,16409.085645333515,16410.134790982363,16409.728650785506,16409.69941130102,16409.998989072308,16420.810867307042,16413.353419876945,16409.756055294496,16409.43332948345,16409.67540895355,16409.489853828454,16418.033530078326,16410.010776253905,16418.50404850414,16412.876896964626,16409.587844603248,16409.56923432915,16409.67873374851,16410.33463834506,16410.7922091278,16408.49662938272,16409.966806041157,16409.673636828233,16409.633561237308,16408.742792883433,16415.013472889463,16415.01973672846,16409.74577735659,16409.71944808494,16409.70062446094,16409.620827055664,16408.768349153244,16407.436800711977,16414.588208920402,16409.96734058429,16409.700451390494,16409.596842131436,16410.009214808186,16410.67098324719,16410.00594347361,16410.003863787213,16409.677502540166,16409.79210918647,16409.667727600972,16412.047925662984,16412.071823043072
Streptococcus pneumoniae CDC1873-00,-2490.1636122278674,13142.61125347244,-2760.8319941418235,-1218.688803110619,-73.11847082960571,2252.326086393569,1701.0424839963905,414.42415772813905,-1733.1674088481525,-2510.0107654549583,16410.0366194946,12026.00599736726,12028.267693376964,12024.660202713494,12029.004083179052,12026.25866710718,12025.369943288199,12028.73850767074,12026.005226985308,12026.004971202407,12029.269483321004,12028.228564313371,12028.523888492267,12029.450976207369,12026.010456194163,12030.543704166541,12030.827445548784,12028.492053949642,12029.82532755605,12028.102200311994,12028.550806725907,12028.615510625705,12028.466637750806,12027.989993265137,12027.554146945668,12026.007377873504,12028.663009851052,12027.007021707,12026.005598221296,12027.902438548039,12024.418910047028,12028.573133218457,12028.667369812782,12028.736227674206,12025.818365974694,12028.566725505165,12029.004237568279,12029.90515299557,12026.005503286058,12028.618262200418,12026.00508319817,12026.012800269906,12028.549836894003,12026.653515572027,12028.387223232205,12028.522257629274,12028.751257103477,12025.72669615808,12025.99944223095,12027.944416947095,12023.574959796331,12028.72429813192,12025.21458293122,12029.077299006529,12025.611638013816,12027.024385262981,12026.01029379017,12030.76671365698,12029.013880898838,12026.618567127114,12026.807735974526,12028.598850838123,12028.144849109653,12028.476931174097,12025.60598006698,12027.034438113044,12028.707608898641,12028.646994775838,12027.840387614888,12027.011954922054,12027.01976599167,12031.082216221297,12028.69070771303,12028.726785744777,12028.631345109481,12025.457418716594,12026.287736504011,12026.911283186206,12027.01952442343,12028.632015233714,12029.078978725318,12029.00743489767,12028.689017329176,12026.009323842098,12026.00788749657,12028.756129545873,12029.539511842377,12028.68558718287,12023.009584513056,12024.024661092522
Mycobacterium smegmatis str. MC2 155,-2489.4550173149414,13139.558297994487,-2760.657940894747,-1220.8421921652382,-71.0236238260283,2252.9856542686543,1702.0130507729036,412.98140160021313,-1733.0002710191104,-2516.007714676668,16410.614973189444,12028.267693376964,-1064.9999995640844,-1067.0151608436468,-1064.9976175338397,-1064.9910483744166,-1065.9815738935345,-1065.0005420189198,-1068.7418599505243,-1064.995777837729,-1067.0280701826969,-1063.985522729262,-1066.0028541799904,-1064.8479871460272,-1063.997492646697,-1068.7406071794164,-1068.629694072692,-1066.085796259276,-1067.0178632855664,-1066.9667432201059,-1064.025251858636,-1064.348003326037,-1064.0887167198628,-1065.002798156729,-1065.9917147582225,-1064.0052670043592,-1064.9828377280123,-1067.2706422766219,-1068.7105615142812,-1064.0225348655822,-1065.0004591251695,-1065.0549970151028,-1064.9998437746315,-1065.1682422911756,-1064.395212248812,-1066.7570037465784,-1064.9934051182074,-1065.224253051864,-1069.1968558121966,-1064.1912425780001,-1064.983452159879,-1065.52415045154,-1063.9824610180196,-1064.0092180951287,-1066.5929076017248,-1067.0718819424417,-1064.9960901977056,-1064.9994083753725,-1064.9973990964404,-1063.7908120056545,-1063.1170400380051,-1065.0006135401086,-1065.3774780867125,-1064.0056417636551,-1064.00147096737,-1067.127707693799,-1063.9816464700716,-1064.0921767462382,-1067.0875599736391,-1064.9954443627028,-1064.1468843293853,-1064.9941239570487,-1065.0012337414366,-1064.9970874353778,-1064.1887831549068,-1062.9489987342074,-1065.2457737854943,-1064.9981566745614,-1066.963337541993,-1066.0105124146348,-1066.0200203402787,-1067.377605359799,-1064.998266631023,-1064.9984479912582,-1065.002456526878,-1066.0122955073184,-1064.0555215551938,-1062.4296426555636,-1062.033001533102,-1065.0107204416586,-1064.988981878675,-1065.9940223684905,-1065.0002958900425,-1066.0058194096869,-1065.9830507079444,-1064.9985847730513,-1064.0080550445764,-1064.996846219619,-1065.3360681273475,-1066.3108525982595
Bacteroides sp. 2_2_4,-2495.3827381181804,13140.570643325264,-2762.213702482632,-1219.330493522043,-73.0305646111576,2251.968248876733,1701.0446717959403,411.98925165027794,-1734.0263474207106,-2584.9801345532474,16409.07808423271,12024.660202713494,-1067.0151608436468,-1278.0009991927018,-1277.504103190768,-1278.685574557899,-1278.8905802237146,-1278.0013653666144,-1279.78335974743,-1278.683076450422,-1277.998392428077,-1278.0064434780315,-1277.993441802309,-1277.6320983548192,-1279.0243944616789,-1277.535747963339,-1279.8713185711506,-1278.1776228923572,-1281.0073028798558,-1281.0098749924189,-1278.5684738441817,-1278.2465891168715,-1277.8310643686646,-1277.51232359057,-1278.5098610954951,-1279.002874132044,-1278.250811598612,-1278.7244144249091,-1279.708330525509,-1277.984070191974,-1278.504934496192,-1277.6679871576475,-1278.0026987111771,-1279.4236493434862,-1278.2893039073967,-1278.5650438005966,-1278.5152995557805,-1279.1751342815107,-1279.8150682233788,-1278.0263923321615,-1277.5351675955753,-1278.3052008550922,-1278.502095663418,-1278.4996537843197,-1278.3169171454567,-1278.8092989521062,-1278.015492202909,-1278.0012692655202,-1279.0012944571797,-1280.4177415948561,-1278.3800530703647,-1278.021421444034,-1277.626148657435,-1277.9989626612205,-1277.5071353083754,-1278.9692714176717,-1278.9940641052374,-1280.6823984707282,-1278.5712032316053,-1279.0044753283464,-1278.4044433644142,-1278.0002192121115,-1277.9971251728593,-1277.9962676925145,-1278.176782522746,-1278.0981880725553,-1277.8222098828853,-1277.5010609107185,-1277.997954951682,-1279.0236688180403,-1279.0167474239936,-1279.6011258774522,-1277.501969548975,-1278.0017218309697,-1278.0013615223063,-1278.0012952012585,-1278.2817561245838,-1279.8309348358282,-1278.0147457500022,-1278.0021555337,-1278.498763739629,-1278.0031954506494,-1278.0023396650115,-1278.006419030258,-1278.5067613750132,-1278.002333789964,-1278.0075198418538,-1277.4975319939986,-1278.0014699822739,-1278.004892081023
Bacillus mycoides DSM 2048,-2491.998366024718,13141.998436995982,-2760.170103919743,-1219.847382727867,-71.00583934861464,2253.0000800733014,1702.0046311075546,412.9930904589844,-1732.985159474515,-2515.0029318260144,16410.000436425427,12029.004083179052,-1064.9976175338397,-1277.504103190768,7240.001000875853,7241.549419341456,7240.708016090353,7239.664727601251,7240.967666499622,7240.068652315018,7242.024606344198,7241.7221441435,7238.594893815236,7239.006706908629,7239.198371681961,7249.38007558342,7257.870676274364,7238.103989219997,7235.241790865179,7243.540510097203,7242.404756556809,7240.4962828824955,7241.898563705666,7240.474117835201,7239.840776682055,7237.2646192105,7239.373528916631,7239.245916071447,7240.622739110201,7240.459251115273,7252.318133275308,7240.240892499886,7239.70145823081,7240.014917799401,7241.49871991053,7241.1403201973635,7240.0594024731645,7240.285534249159,7239.817639524681,7240.558219547692,7239.068013320225,7237.898008855917,7241.966966814085,7240.456239903003,7235.908614596904,7234.665280562716,7239.687266755798,7239.561113089267,7241.137861214317,7252.869344908081,7251.967538581566,7239.65094129413,7239.782547405773,7241.336810351647,7240.857275924338,7241.219935453481,7238.877446707537,7241.513543166997,7239.125746800373,7239.701496919766,7239.386671815198,7239.918808168938,7239.705195348111,7239.892792664398,7239.35359132017,7244.079651319391,7239.857781441502,7240.025661837832,7241.258976081266,7239.69552551921,7239.496854689538,7240.674123137412,7240.076994329685,7239.764961418286,7239.275093920241,7238.386936425681,7238.067489437009,7260.470224373152,7243.8299010274395,7239.7745150284445,7242.755185104756,7241.405346792362,7239.603679169801,7239.195528456204,7239.089549975681,7239.61801959209,7240.849104041328,7239.560769137069,7240.186177005868,7241.079980292489
Myxococcus xanthus DK 1622,-2489.101945895246,13137.432346406616,-2763.656561767998,-1219.8472146220297,-71.02258412158821,2252.9831789164123,1702.0232599331825,412.9807466727325,-1731.004286161052,-2515.0090060172915,16410.145693590704,12026.25866710718,-1064.9910483744166,-1278.685574557899,7241.549419341456,5098.999000227985,5095.9983609951305,5097.273823247191,5095.3221730760515,5098.00211531693,5093.973241641172,5093.809427176442,5097.137369807847,5092.856259956216,5096.133936315282,5093.190966579342,5091.299556666234,5095.885064989615,5096.470898061932,5100.248442275178,5097.004671526255,5098.973290264467,5092.629693106174,5096.735628493871,5094.1353846171005,5094.883004350699,5095.784835534119,5097.530416774855,5095.429542629319,5096.290674056063,5094.176167956995,5098.5702617810675,5097.270891537214,5094.37775679042,5096.2614802035505,5093.480212716721,5097.999338860357,5096.584512946607,5095.122561519194,5096.665517740053,5094.579697637129,5094.899477625182,5098.990731478187,5095.05970876861,5094.8986359303,5094.432698948775,5097.247026581311,5097.1777804667745,5098.996092200852,5097.05068887407,5093.013397681994,5097.26470314278,5096.724060445545,5096.60878969062,5097.686798255162,5095.455350702677,5095.036984674403,5093.618982498799,5095.965184532267,5096.442535383474,5095.57669379032,5098.223324469953,5097.12728556727,5098.993348548883,5096.676304728345,5097.532897317341,5096.215598018199,5096.226966800538,5097.008876962442,5096.492304988718,5095.9853236540375,5091.689228640665,5096.278013629653,5097.250056994269,5096.73146450996,5097.008482092706,5094.780968023389,5099.004320650904,5096.554395561741,5098.745665327945,5093.860478601378,5095.012022326263,5097.248540552193,5097.997572005254,5097.5040699240535,5097.233919410098,5096.990610989608,5096.121222995915,5095.7766981913,5095.021947055379
Roseburia intestinalis L1-82,-2492.0708477351454,13134.225815267737,-2761.83634193203,-1217.3138013084306,-72.05199022048785,2254.7383874469556,1702.0019723130722,415.4649902593392,-1731.8451196898397,-2516.594014335261,16406.564527190494,12025.369943288199,-1065.9815738935345,-1278.8905802237146,7240.708016090353,5095.9983609951305,-2768.99700036677,-2768.9883884010555,-2762.9277464078937,-2765.979022855724,-2766.603114998918,-2766.511118462821,-2766.939804837963,-2770.10108836083,-2762.9945465935075,-2764.2669378119526,-2768.3465091140383,-2767.344371826896,-2757.7556424664303,-2759.912410606987,-2766.190405256271,-2765.9698308199836,-2765.1644219593204,-2771.8266840480924,-2767.56200954042,-2769.9906060897874,-2766.0814430029773,-2768.0510441235892,-2763.1441698781723,-2767.968390722424,-2763.6561712316984,-2767.090789778212,-2769.0396711373596,-2767.8991831048966,-2769.6107990609457,-2767.001400897212,-2765.9820181462683,-2770.213022964384,-2762.9243567384865,-2768.003532611366,-2762.185808183539,-2766.983428124102,-2769.4052575764904,-2765.882076219675,-2765.8419514602315,-2764.140978569361,-2768.991617860542,-2769.0382830149633,-2768.998054101397,-2758.049541156189,-2767.510159741047,-2769.001704921688,-2765.988218458317,-2763.16385872891,-2767.2112930842945,-2766.966728296318,-2769.9432146516997,-2760.134353627921,-2766.508240072599,-2766.3590144286127,-2764.5310780194277,-2768.9982297339866,-2769.8704516970465,-2770.0919648897802,-2765.8774636059215,-2767.537712284307,-2766.06940639739,-2765.8686735304173,-2762.198091128809,-2768.992642704978,-2768.9889289164025,-2762.0596846661842,-2765.884286351391,-2769.0056236741275,-2769.013855124258,-2768.918364229269,-2766.7027584937005,-2759.4238322254987,-2770.046599264875,-2767.9726673091823,-2766.313434173284,-2767.1307483105384,-2769.039642965826,-2768.093430175546,-2769.9979514997617,-2769.0092632982946,-2770.152057982872,-2766.1605435582696,-2766.9720521339545,-2766.960717700781
Escherichia sp. 3_2_53FAA,-2491.231160781875,13136.877802244611,-2759.5665501322596,-1219.6474504816863,-71.00595594062084,2252.999698330938,1702.0041556209144,412.99389291350167,-1730.9932442314996,-2514.9776967158737,16409.743405301684,12028.73850767074,-1065.0005420189198,-1278.0013653666144,7239.664727601251,5097.273823247191,-2768.9883884010555,-677.9970016539465,-677.4577619596246,-677.9909826286224,-678.0361801923975,-679.0128666827981,-679.9918181522935,-674.0488350002657,-678.9528797971412,-678.5535230943449,-674.3395288676237,-672.8930991331134,-674.9519860289803,-675.0610802038557,-678.4409295540291,-678.9288130042887,-678.0341114916074,-679.0087299924439,-680.0126339544215,-678.9986727828906,-678.8400968160184,-678.2546611341024,-676.011052906074,-679.0395340814986,-678.9528588036006,-678.9629500031223,-677.9951485355077,-677.0556719629456,-677.1268694602617,-679.6075825316453,-679.0105323478343,-679.8478322661608,-676.9214991836641,-673.0096007719369,-681.1795526129589,-677.902895357579,-677.0003668012433,-677.9964159622963,-677.8409856047105,-676.8959351649719,-678.0101007642369,-677.9965571153775,-678.9862693254228,-674.0262788799658,-677.9386741822722,-678.010669931265,-678.9272675119464,-676.9959107893859,-676.9723875335898,-680.4937886292188,-680.0275805858421,-674.107322688633,-679.9217090247867,-678.9847694422907,-678.9005015777684,-679.0007098131639,-678.0015986859163,-678.0129396545268,-677.9449459899716,-678.7395296715387,-678.2509548559754,-679.007871161398,-681.0008199866102,-680.3933453375735,-680.3456774532832,-679.9017737612679,-679.0069050995307,-677.9949214344103,-677.9961382221635,-678.9950826576469,-678.9274413129875,-673.0303087335546,-680.0426399553013,-679.0116012190138,-679.0879745313111,-678.9872834293114,-677.9978866473593,-679.9901396686221,-679.9822804480764,-677.9960898266742,-676.9935799820095,-678.9964300185459,-679.0701566975272,-680.0058704476209
Streptococcus pneumoniae P1031,-2485.9322773626486,13142.072199314322,-2760.8971412752826,-1220.3297352068607,-73.10075160113273,2251.2575165824423,1701.0185706661366,414.408926771575,-1732.3815072538582,-2510.229192350902,16410.04428129015,12026.005226985308,-1068.7418599505243,-1279.78335974743,7240.967666499622,5095.3221730760515,-2762.9277464078937,-677.4577619596246,19381.998000524673,19381.995974435267,19379.009148144236,19380.108888185863,19380.555051525957,19380.0841918731,19381.992707859707,19375.303257486,19375.42392489251,19381.216122704223,19382.192251765653,19379.062851655533,19380.41308488207,19380.497910287155,19381.39160333588,19380.988448794695,19381.206480864672,19381.999136032737,19381.63989336683,19381.995542081087,19382.002142648642,19379.520546948883,19374.510589686546,19381.357439479496,19381.61630827107,19381.184906155268,19380.898758396434,19380.283126183705,19381.996948915843,19381.413665650343,19382.001741008782,19381.64119336911,19382.500741275097,19381.998660618396,19381.409125404545,19379.561314568,19379.132062265235,19378.958182501734,19381.663417240696,19381.608553030095,19381.98785335982,19372.4182911645,19374.76366907033,19381.66475571051,19380.378774955785,19381.790718680404,19381.43873254631,19380.87008333888,19381.999813790022,19373.765218045777,19381.370533295874,19382.070969249064,19380.22349308851,19381.61327510333,19381.304547149004,19381.516693172616,19380.360094517077,19381.99819943293,19381.582080214685,19381.445839012496,19381.341022801753,19379.994280719602,19379.998072767656,19380.917124167496,19381.527349354936,19381.630703049697,19381.56040090515,19379.961822610858,19379.651822455253,19374.189212920097,19381.983172047905,19381.678839866163,19381.185593782982,19381.99947857392,19381.625529672583,19382.00075426829,19381.996938987468,19381.585788999448,19381.755598186122,19381.496754861204,19375.976496790998,19375.969130607253
Bacillus cereus Rock4-2,-2491.6838164022543,13141.999003326462,-2763.1683537250233,-1219.8769271754886,-71.00743304155222,2254.002233478388,1702.0028655974324,412.9964771018729,-1730.9875454930143,-2515.0017098098083,16410.005309268883,12026.004971202407,-1064.995777837729,-1278.683076450422,7240.068652315018,5098.00211531693,-2765.979022855724,-677.9909826286224,19381.995974435267,2652.002999842106,2656.6473325860784,2659.2893191248622,2655.123028568597,2654.1519663514837,2651.022250087226,2665.6845386048108,2657.8772086686745,2654.6229750006546,2655.9629429627175,2655.656966560272,2656.235778064528,2654.0436149050342,2658.334260030369,2654.4699407760004,2656.0793649860375,2651.4010234085977,2655.152084409837,2651.1898354312207,2650.725714990667,2653.7773013819397,2665.0712778170805,2652.0875988151706,2655.308974747731,2656.624649183086,2652.8383791187025,2654.967474433236,2651.994638647582,2651.032374836679,2651.291187959968,2655.5686693046246,2651.0591886093175,2651.8755443737787,2652.214933060164,2659.4954641527797,2653.316462228245,2653.232301803026,2655.2627742252475,2655.276020800444,2651.9685753413733,2659.4640498837,2662.505885386171,2653.27419619634,2654.399930562263,2657.327309516299,2654.4532200954727,2654.3406122300094,2656.084899213409,2655.8269286164273,2657.1979267960623,2652.1816186068986,2658.1513055930286,2654.036999451779,2652.0180490581843,2654.0342521115062,2655.6311319032984,2650.832779106639,2655.1049372327348,2655.4442817626896,2652.047463294214,2649.523670323492,2649.537592392963,2653.609423814866,2655.341612148853,2655.331061621758,2655.3439952301696,2652.742103177075,2652.217241901562,2655.1654558874284,2658.27255431615,2654.126994845249,2659.4691495992242,2656.210819876015,2655.3345909360264,2654.410804270851,2651.025911412661,2655.3396837431187,2653.6556128433194,2655.3205945109066,2655.116304741564,2655.431085511573
Helicobacter pylori J99,-2491.087593272105,13136.187004682984,-2763.138358382847,-1217.9455445763726,-73.05697528710175,2253.4373413460953,1701.9516502484646,411.93648817469915,-1731.9302629436738,-2516.0562780025152,16409.163936128974,12029.269483321004,-1067.0280701826969,-1277.998392428077,7242.024606344198,5093.973241641172,-2766.603114998918,-678.0361801923975,19379.009148144236,2656.6473325860784,-2325.9990002926083,-2327.00149435775,-2326.0012684236926,-2326.106056149723,-2325.9825757392814,-2320.9440764123865,-2321.831003194665,-2324.962822316323,-2327.0431828808496,-2327.029854278887,-2325.419384548074,-2326.126299308625,-2326.2533463860996,-2327.999972485182,-2328.0004717307415,-2326.9924819454027,-2325.4700849604405,-2326.4721248081314,-2324.9059600947785,-2326.983494039631,-2325.9925389516625,-2326.432940283563,-2326.9996775832933,-2325.7915000284142,-2326.3520173566985,-2325.474908094875,-2325.9990151911643,-2325.0726893268334,-2324.923366346777,-2326.9991515220704,-2327.029801397401,-2325.7690219823257,-2326.9956910799806,-2327.0053629917875,-2327.2583166948316,-2326.260309964428,-2326.999048274948,-2326.998155254769,-2326.99608797618,-2323.669255691279,-2327.3707545490515,-2326.99894751659,-2325.1431024670237,-2326.9815410825217,-2326.9915752568213,-2324.9771196468873,-2327.018550737081,-2322.958071359576,-2325.6315769682287,-2326.00067586302,-2325.4231628906045,-2325.996452609821,-2326.0131065210126,-2325.9937288399115,-2326.668971411723,-2326.349315708165,-2324.843798633289,-2325.99911544937,-2326.001038256204,-2325.971683179134,-2325.9911553908,-2326.3164928623873,-2326.000228407715,-2326.999455010155,-2326.9992361354325,-2325.997551964895,-2327.218480915017,-2333.175228338683,-2327.210280115458,-2326.997663184881,-2326.991066460203,-2326.9980758149395,-2326.996050277624,-2326.997854522745,-2325.98910109657,-2326.9991220783945,-2326.98896692831,-2326.0018963744483,-2326.991967127482,-2326.9859752671637
Roseobacter sp. AzwK-3b,-2487.6163049998386,13136.451188487801,-2760.4200265026275,-1219.4692442162866,-72.03181961805197,2253.985688415568,1702.0159896032903,412.9754755661351,-1730.9977437880448,-2509.5868721443585,16408.14080769178,12028.228564313371,-1063.985522729262,-1278.0064434780315,7241.7221441435,5093.809427176442,-2766.511118462821,-679.0128666827981,19380.108888185863,2659.2893191248622,-2327.00149435775,103.99899953276145,102.99690726790635,103.06338557617589,102.98663177500384,103.60773211554994,104.24827843485777,103.14937554444843,103.09709652578344,99.94752695064876,104.6157817660057,104.29488517543614,105.36233147060237,102.99124901476704,102.99067810281294,101.02496336869318,104.49932970326275,103.2115212046775,105.87036986163903,102.99202245666581,105.0006320332947,104.29413396561893,103.99772813283177,105.47717873520229,104.07659368374743,102.37073121825217,103.99797319893108,104.19584140916655,101.7629524444539,103.99836732762986,102.9924072426937,103.40246948754913,103.99904108078105,105.000548690916,101.45631746550183,101.28093207340255,103.99830845546968,103.99908927987215,104.00369824232563,101.92597613483866,101.72062810041761,103.99762219914619,104.2970086088591,102.00422560910614,104.00630442458255,100.9947655370735,100.98258263341593,108.53199879440116,104.1381245392422,103.99953948362068,102.34030224511666,104.00181691760538,103.99965566648682,104.00249384848195,104.28536870252648,101.2541935830574,104.47848034022577,104.00100014977986,102.99830245642468,103.01396986931518,102.0132840835774,102.83414043715631,104.00094291694731,103.99866733216864,103.99823453827379,103.00789067480788,105.25688037330507,97.88788237914905,101.03704493960021,104.00107173444411,103.99312492372945,102.99860321074142,103.99767355314499,102.99724768499354,100.99933824929049,103.99779439144464,102.00895559395568,103.99874429314974,100.99768003264187,101.00477073716576
