code_name,full_name,first_name,second_name,abbreviated_name,locations,location_number,file_name
299033.6,Lactobacillus reuteri F275,Lactobacillus,reuteri,Lactobacillus reuteri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,299033.6.txt
428128.7,Eubacterium siraeum DSM 15702,Eubacterium,siraeum,Eubacterium siraeum,feces,1,428128.7.txt
66692.3,Bacillus clausii KSM-K16,Bacillus,clausii,Bacillus clausii,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,66692.3.txt
861360.3,Arthrobacter arilaitensis Re117,Arthrobacter,arilaitensis,Arthrobacter arilaitensis,river;soil;waste;air;aquifer;wetland;mine;dust;surface;lake;field;biofilm;plateau;sediment;permafrost;cheese;gut;rhizosphere;water;sand;sea;compost;sludge;glacier;mountain;clay,26,861360.3.txt
444158.3,Methanococcus maripaludis C6,Methanococcus,maripaludis,Methanococcus maripaludis,sea,1,444158.3.txt
84588.1,Synechococcus sp. WH 8102,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4,84588.1.txt
412420.6,Yersinia pestis CA88-4125,Yersinia,pestis,Yersinia pestis,surface;river;soil;faeces;sludge,5,412420.6.txt
321332.1,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4,321332.1.txt
321332.11,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4,321332.11.txt
662598.3,Neisseria meningitidis alpha14,Neisseria,meningitidis,Neisseria meningitidis,water;biofilm;air;mouth,4,662598.3.txt
749540.3,Escherichia coli MS 146-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,749540.3.txt
634464.3,Chlamydia trachomatis Sweden2,Chlamydia,trachomatis,Chlamydia trachomatis,sediment,1,634464.3.txt
546342.4,Staphylococcus aureus subsp. aureus str. JKD6008,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,546342.4.txt
208964.1,Pseudomonas aeruginosa PAO1,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58,208964.1.txt
446469.6,Sanguibacter keddieii DSM 10542,Sanguibacter,keddieii,Sanguibacter keddieii,sediment;reservoir;wetland,3,446469.6.txt
446469.4,Sanguibacter keddiei keddieii DSM 10542,Sanguibacter,keddiei,Sanguibacter keddiei,sediment;reservoir;wetland,3,446469.4.txt
411469.3,Eubacterium hallii DSM 3353,Eubacterium,hallii,Eubacterium hallii,feces,1,411469.3.txt
537210.3,Mycobacterium tuberculosis T17,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,537210.3.txt
240292.6,Anabaena variabilis ATCC 29413,Anabaena,variabilis,Anabaena variabilis,fishpond;reservoir;lake;sea;water,5,240292.6.txt
240292.3,Anabaena variabilis ATCC 29413,Anabaena,variabilis,Anabaena variabilis,fishpond;reservoir;lake;sea;water,5,240292.3.txt
526991.3,Bacillus cereus AH676,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526991.3.txt
563174.3,Listeria monocytogenes L99,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5,563174.3.txt
634453.3,Acetobacter pasteurianus IFO 3283-03,Acetobacter,pasteurianus,Acetobacter pasteurianus,fruit;vinegar;wine;soil;reservoir;lake;must;rhizosphere;bog;plateau;air;sludge;pond;milk,14,634453.3.txt
272561.1,Chlamydia trachomatis D/UW-3/CX,Chlamydia,trachomatis,Chlamydia trachomatis,sediment,1,272561.1.txt
272561.5,Chlamydia trachomatis D/UW-3/CX,Chlamydia,trachomatis,Chlamydia trachomatis,sediment,1,272561.5.txt
536233.3,Clostridium botulinum E1 str. 'BoNT E Beluga',Clostridium,botulinum,Clostridium botulinum,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,536233.3.txt
370552.4,Streptococcus pyogenes MGAS10270,Streptococcus,pyogenes,Streptococcus pyogenes,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,370552.4.txt
370552.3,Streptococcus pyogenes MGAS10270,Streptococcus,pyogenes,Streptococcus pyogenes,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,370552.3.txt
527000.3,Bacillus pseudomycoides DSM 12442,Bacillus,pseudomycoides,Bacillus pseudomycoides,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,527000.3.txt
749489.3,Enterococcus faecalis DAPTO 512,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21,749489.3.txt
547046.3,Yersinia pestis biovar Orientalis str. PEXU2,Yersinia,pestis,Yersinia pestis,surface;river;soil;faeces;sludge,5,547046.3.txt
349102.13,Rhodobacter sphaeroides ATCC 17025,Rhodobacter,sphaeroides,Rhodobacter sphaeroides,field;mud;soil;marsh;spring;water;sea;pond;river;estuary;sewage;sludge;sediment;straw;ocean;seamount;blood;silage;biofilm;lake,20,349102.13.txt
210007.1,Streptococcus mutans UA159,Streptococcus,mutans,Streptococcus mutans,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,210007.1.txt
210007.7,Streptococcus mutans UA159,Streptococcus,mutans,Streptococcus mutans,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,210007.7.txt
565638.4,Enterococcus faecalis T3,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21,565638.4.txt
556270.3,Mollicutes bacterium D7,Mollicutes,bacterium,Mollicutes bacterium,gut;feces;wood,3,556270.3.txt
91464.3,Synechococcus sp. PCC 7335,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4,91464.3.txt
243365.4,Chromobacterium violaceum ATCC 12472,Chromobacterium,violaceum,Chromobacterium violaceum,river;soil;water,3,243365.4.txt
243365.1,Chromobacterium violaceum ATCC 12472,Chromobacterium,violaceum,Chromobacterium violaceum,river;soil;water,3,243365.1.txt
388400.4,Bacillus sp. B14905,Bacillus,sp.,Bacillus sp.,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,388400.4.txt
478006.5,Escherichia coli O157:H7 str. EC4501,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,478006.5.txt
60480.19,Shewanella sp. MR-4,Shewanella,sp.,Shewanella sp.,rhizosphere;sea;rock;flat;sediment;harbor;river;beef;waste;ocean;egg;gut;water;sludge;forest;fish;oil,17,60480.19.txt
405948.11,Saccharopolyspora erythraea NRRL 2338,Saccharopolyspora,erythraea,Saccharopolyspora erythraea,reservoir,1,405948.11.txt
60480.16,Shewanella sp. MR-4,Shewanella,sp.,Shewanella sp.,rhizosphere;sea;rock;flat;sediment;harbor;river;beef;waste;ocean;egg;gut;water;sludge;forest;fish;oil,17,60480.16.txt
411467.6,Bacteroides capillosus ATCC 29799,Bacteroides,capillosus,Bacteroides capillosus,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,411467.6.txt
212045.4,Bacillus anthracis str. Western North America USA6153,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,212045.4.txt
633147.4,Olsenella uli DSM 7084,Olsenella,uli,Olsenella uli,sludge;mouth;surface,3,633147.4.txt
749509.3,Enterococcus faecalis TX0635,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21,749509.3.txt
546270.5,Gemella haemolysans ATCC 10379,Gemella,haemolysans,Gemella haemolysans,mouth;water;biofilm;milk;air,5,546270.5.txt
718271.4,Campylobacter jejuni subsp. jejuni S3,Campylobacter,jejuni,Campylobacter jejuni,faeces;blood;spring;river;sea,5,718271.4.txt
434271.3,Actinobacillus pleuropneumoniae serovar 3 str. JL03,Actinobacillus,pleuropneumoniae,Actinobacillus pleuropneumoniae,blood,1,434271.3.txt
637388.3,Escherichia coli O157:H7 str. FRIK2000,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,637388.3.txt
683082.3,Campylobacter jejuni subsp. jejuni 1336,Campylobacter,jejuni,Campylobacter jejuni,faeces;blood;spring;river;sea,5,683082.3.txt
83332.1,Mycobacterium tuberculosis H37Rv,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,83332.1.txt
380703.7,Aeromonas hydrophila subsp. hydrophila ATCC 7966,Aeromonas,hydrophila,Aeromonas hydrophila,sludge;well;water;river;soil;wetland;sediment;egg;pond;lake;blood;faeces;spring;biofilm,14,380703.7.txt
380703.5,Aeromonas hydrophila subsp. hydrophila ATCC 7966,Aeromonas,hydrophila,Aeromonas hydrophila,sludge;well;water;river;soil;wetland;sediment;egg;pond;lake;blood;faeces;spring;biofilm,14,380703.5.txt
566466.4,gamma proteobacterium NOR5-3,gamma,proteobacterium,gamma proteobacterium,gut;basin;soil;trench;sediment;water;sea;seamount;biofilm;lake;aquifer;spring;river;harbor;mine;sludge;surface;lagoon;forest;ridge;rock;waste;bed;tundra;cave;bay;canyon;pond;egg;permafrost;estuary;compost;mucus;pasture;field;biofilter,36,566466.4.txt
321327.21,Synechococcus sp. JA-3-3Ab,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4,321327.21.txt
321327.2,Synechococcus sp. JA-3-3Ab,Synechococcus,sp.,Synechococcus sp.,surface;waste;water;spring,4,321327.20.txt
411483.3,Faecalibacterium prausnitzii A2-165,Faecalibacterium,prausnitzii,Faecalibacterium prausnitzii,faeces,1,411483.3.txt
525259.3,Clostridium difficile NAP08,Clostridium,difficile,Clostridium difficile,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,525259.3.txt
525245.3,Actinomyces coleocanis DSM 15436,Actinomyces,coleocanis,Actinomyces coleocanis,mouth;air;sediment;dairy;aquifer;biofilm,6,525245.3.txt
434922.4,Coxiella burnetii Dugway 5J108-111,Coxiella,burnetii,Coxiella burnetii,soil,1,434922.4.txt
434922.5,Coxiella burnetii Dugway 5J108-111,Coxiella,burnetii,Coxiella burnetii,soil,1,434922.5.txt
866778.4,Veillonella atypica ACS-134-V-Col7a,Veillonella,atypica,Veillonella atypica,biofilm;milk;mouth;blood,4,866778.4.txt
550540.3,Ferrimonas balearica DSM 9799,Ferrimonas,balearica,Ferrimonas balearica,sand;sediment,2,550540.3.txt
216895.17,Vibrio vulnificus CMCP6,Vibrio,vulnificus,Vibrio vulnificus,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18,216895.17.txt
1806.1,Mycobacterium microti OV254,Mycobacterium,microti,Mycobacterium microti,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,1806.1.txt
525330.3,Lactobacillus johnsonii ATCC 33200,Lactobacillus,johnsonii,Lactobacillus johnsonii,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,525330.3.txt
754262.3,Actinobacillus pleuropneumoniae serovar 13 str. N273,Actinobacillus,pleuropneumoniae,Actinobacillus pleuropneumoniae,blood,1,754262.3.txt
478008.5,Escherichia coli O157:H7 str. EC869,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,478008.5.txt
158879.11,Staphylococcus aureus subsp. aureus N315,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,158879.11.txt
164513.4,Mycobacterium tuberculosis 210,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,164513.4.txt
581103.5,Geobacillus sp. Y4.1MC1,Geobacillus,sp.,Geobacillus sp.,soil;spring;milk;field;ocean;hotspring;oil;compost;sea;sediment;sugar;lake,12,581103.5.txt
324602.8,Chloroflexus aurantiacus J-10-fl,Chloroflexus,aurantiacus,Chloroflexus aurantiacus,lake;spring;sea,3,324602.8.txt
324602.4,Chloroflexus aurantiacus J-10-fl,Chloroflexus,aurantiacus,Chloroflexus aurantiacus,lake;spring;sea,3,324602.4.txt
251221.4,Gloeobacter violaceus PCC 7421,Gloeobacter,violaceus,Gloeobacter violaceus,cave,1,251221.4.txt
525364.3,Lactobacillus salivarius ATCC 11741,Lactobacillus,salivarius,Lactobacillus salivarius,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,525364.3.txt
485916.5,Desulfotomaculum acetoxidans DSM 771,Desulfotomaculum,acetoxidans,Desulfotomaculum acetoxidans,flat;soil;brine;aquifer;sludge;landfill;lake,7,485916.5.txt
485916.4,Desulfotomaculum acetoxidans DSM 771,Desulfotomaculum,acetoxidans,Desulfotomaculum acetoxidans,flat;soil;brine;aquifer;sludge;landfill;lake,7,485916.4.txt
613026.4,Helicobacter bilis ATCC 43879,Helicobacter,bilis,Helicobacter bilis,chicken;feces;sediment;chemocline,4,613026.4.txt
269484.4,Ehrlichia canis str. Jake,Ehrlichia,canis,Ehrlichia canis,blood,1,269484.4.txt
269484.6,Ehrlichia canis str. Jake,Ehrlichia,canis,Ehrlichia canis,blood,1,269484.6.txt
146891.7,Prochlorococcus marinus str. AS9601,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1,146891.7.txt
146891.8,Prochlorococcus marinus str. AS9601,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1,146891.8.txt
546264.5,Neisseria flavescens NRL30031/H210,Neisseria,flavescens,Neisseria flavescens,water;biofilm;air;mouth,4,546264.5.txt
749527.3,Escherichia coli MS 21-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,749527.3.txt
282459.1,Staphylococcus aureus subsp. aureus MSSA476,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,282459.1.txt
282459.5,Staphylococcus aureus subsp. aureus MSSA476,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,282459.5.txt
679205.4,Escherichia coli MS 124-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,679205.4.txt
334803.8,Burkholderia mallei JHU,Burkholderia,mallei,Burkholderia mallei,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25,334803.8.txt
334803.3,Burkholderia mallei JHU,Burkholderia,mallei,Burkholderia mallei,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25,334803.3.txt
218495.3,Streptococcus uberis 0140J,Streptococcus,uberis,Streptococcus uberis,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,218495.3.txt
218495.5,Streptococcus uberis 0140J,Streptococcus,uberis,Streptococcus uberis,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,218495.5.txt
246200.7,Ruegeria pomeroyi DSS-3,Ruegeria,pomeroyi,Ruegeria pomeroyi,egg;sea;biofilm;surface;clam;sediment,6,246200.7.txt
208963.3,Pseudomonas aeruginosa UCBPP-PA14,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58,208963.3.txt
634454.3,Acetobacter pasteurianus IFO 3283-07,Acetobacter,pasteurianus,Acetobacter pasteurianus,fruit;vinegar;wine;soil;reservoir;lake;must;rhizosphere;bog;plateau;air;sludge;pond;milk,14,634454.3.txt
469591.4,Bacteroides sp. 20_3,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,469591.4.txt
401650.12,Listeria monocytogenes HPB2262,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5,401650.12.txt
716541.4,Enterobacter cloacae subsp. cloacae ATCC 13047,Enterobacter,cloacae,Enterobacter cloacae,soil;textile;mine;blood;rhizosphere;milk;fruit;gut;sea;food;lake;field;river;sludge;wetland;cave;egg;mouth;bacon;surface;sediment;forest;volcano;water;waste,25,716541.4.txt
257310.5,Bordetella bronchiseptica RB50,Bordetella,bronchiseptica,Bordetella bronchiseptica,soil;ocean;sea,3,257310.5.txt
257310.1,Bordetella bronchiseptica RB50,Bordetella,bronchiseptica,Bordetella bronchiseptica,soil;ocean;sea,3,257310.1.txt
272943.3,Rhodobacter sphaeroides 2.4.1,Rhodobacter,sphaeroides,Rhodobacter sphaeroides,field;mud;soil;marsh;spring;water;sea;pond;river;estuary;sewage;sludge;sediment;straw;ocean;seamount;blood;silage;biofilm;lake,20,272943.3.txt
272943.9,Rhodobacter sphaeroides 2.4.1,Rhodobacter,sphaeroides,Rhodobacter sphaeroides,field;mud;soil;marsh;spring;water;sea;pond;river;estuary;sewage;sludge;sediment;straw;ocean;seamount;blood;silage;biofilm;lake,20,272943.9.txt
416276.5,Rickettsia massiliae MTU5,Rickettsia,massiliae,Rickettsia massiliae,water,1,416276.5.txt
488222.3,Streptococcus pneumoniae JJA,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,488222.3.txt
754259.3,Actinobacillus pleuropneumoniae serovar 10 str. D13039,Actinobacillus,pleuropneumoniae,Actinobacillus pleuropneumoniae,blood,1,754259.3.txt
580327.3,Thermoanaerobacterium thermosaccharolyticum DSM 571,Thermoanaerobacterium,thermosaccharolyticum,Thermoanaerobacterium thermosaccharolyticum,spring;waste,2,580327.3.txt
580327.4,Thermoanaerobacterium thermosaccharolyticum DSM 571,Thermoanaerobacterium,thermosaccharolyticum,Thermoanaerobacterium thermosaccharolyticum,spring;waste,2,580327.4.txt
698936.3,Sinorhizobium meliloti BL225C,Sinorhizobium,meliloti,Sinorhizobium meliloti,canal;soil;river;aquifer;sludge,5,698936.3.txt
879309.3,Veillonella sp. oral taxon 158 str. F0412,Veillonella,sp.,Veillonella sp.,biofilm;milk;mouth;blood,4,879309.3.txt
561231.5,Pectobacterium wasabiae WPP163,Pectobacterium,wasabiae,Pectobacterium wasabiae,sea;cabbage,2,561231.5.txt
355277.4,Leptospira borgpetersenii serovar Hardjo-bovis JB197,Leptospira,borgpetersenii,Leptospira borgpetersenii,soil;river,2,355277.4.txt
411902.9,Clostridium bolteae ATCC BAA-613,Clostridium,bolteae,Clostridium bolteae,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,411902.9.txt
266117.6,Rubrobacter xylanophilus DSM 9941,Rubrobacter,xylanophilus,Rubrobacter xylanophilus,pasture;air;soil;rhizosphere;mine;basin;silage;field,8,266117.6.txt
521098.5,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,Alicyclobacillus,acidocaldarius,Alicyclobacillus acidocaldarius,soil;spring;mine,3,521098.5.txt
521098.4,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,Alicyclobacillus,acidocaldarius,Alicyclobacillus acidocaldarius,soil;spring;mine,3,521098.4.txt
444177.5,Lysinibacillus sphaericus C3-41,Lysinibacillus,sphaericus,Lysinibacillus sphaericus,sea;biofilm;milk;soil;sludge;river;field;air;grassland;city;wetland,11,444177.5.txt
367336.3,Rhodobacterales bacterium HTCC2255,Rhodobacterales,bacterium,Rhodobacterales bacterium,spring;silage,2,367336.3.txt
701347.4,Enterobacter cloacae SCF1,Enterobacter,cloacae,Enterobacter cloacae,soil;textile;mine;blood;rhizosphere;milk;fruit;gut;sea;food;lake;field;river;sludge;wetland;cave;egg;mouth;bacon;surface;sediment;forest;volcano;water;waste,25,701347.4.txt
656393.3,Escherichia coli H299,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,656393.3.txt
347255.3,Rickettsia africae ESF-5,Rickettsia,africae,Rickettsia africae,water,1,347255.3.txt
313603.6,Flavobacteriales bacterium HTCC2170,Flavobacteriales,bacterium,Flavobacteriales bacterium,estuary;soil,2,313603.6.txt
313603.4,Flavobacteriales bacterium HTCC2170,Flavobacteriales,bacterium,Flavobacteriales bacterium,estuary;soil,2,313603.4.txt
507522.6,Klebsiella pneumoniae 342,Klebsiella,pneumoniae,Klebsiella pneumoniae,soil;sludge;gut;sediment;stream;river;faeces;rhizosphere;cave;mud;biofilm;must;leachate;water,14,507522.6.txt
313603.3,Flavobacteriales bacterium HTCC2170,Flavobacteriales,bacterium,Flavobacteriales bacterium,estuary;soil,2,313603.3.txt
572264.4,Bacillus cereus 03BB102,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,572264.4.txt
205914.5,Haemophilus  somnus 129PT,Haemophilus,,Haemophilus ,mouth;air,2,205914.5.txt
526972.3,Bacillus cereus AH621,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526972.3.txt
712898.3,Pantoea vagans C9-1,Pantoea,vagans,Pantoea vagans,soil;pond;wetland;surface;gut;water;mine;sludge;river;rhizosphere;air;cabbage;waste,13,712898.3.txt
